Eligebloque,Tipo,Span,Estimulo,Respuesta,Letra,CorRec,ensayos.thisRepN,ensayos.thisTrialN,ensayos.thisN,ensayos.thisIndex,ensayosejem.thisRepN,ensayosejem.thisTrialN,ensayosejem.thisN,ensayosejem.thisIndex,span2.thisRepN,span2.thisTrialN,span2.thisN,span2.thisIndex,ensayos2.thisRepN,ensayos2.thisTrialN,ensayos2.thisN,ensayos2.thisIndex,span3.thisRepN,span3.thisTrialN,span3.thisN,span3.thisIndex,ensayos3.thisRepN,ensayos3.thisTrialN,ensayos3.thisN,ensayos3.thisIndex,span4.thisRepN,span4.thisTrialN,span4.thisN,span4.thisIndex,ensayos4.thisRepN,ensayos4.thisTrialN,ensayos4.thisN,ensayos4.thisIndex,span5.thisRepN,span5.thisTrialN,span5.thisN,span5.thisIndex,ensayos5.thisRepN,ensayos5.thisTrialN,ensayos5.thisN,ensayos5.thisIndex,span6.thisRepN,span6.thisTrialN,span6.thisN,span6.thisIndex,ensayos6.thisRepN,ensayos6.thisTrialN,ensayos6.thisN,ensayos6.thisIndex,text_4.started,text_4.stopped,text_6.started,text_6.stopped,text.started,text.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_5.started,text_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Bloque2.xlsx,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.46878789999755,None,"['t', 'n']",1,"[1.3989810000057332, 1.789185700006783]",139.46878789999755,None,space,1.6290783999720588,139.93754659994738,None,,,1 (bmg),001,2021_Apr_25_1004,OperationSpanTask,2021.1.2,59.92412406838694,
Bloque3.xlsx,Operation,2,( 3 + 6 ) × 4 = 36,right,P,None,,,,,,,,,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.4413844999508,None,right,1,2.3322770000086166,143.4413844999508,None,145.79546110000229,None,,,,,,,,,,,,141.59051999996882,None,1 (bmg),001,2021_Apr_25_1004,OperationSpanTask,2021.1.2,59.92412406838694,
Bloque3.xlsx,Operation,2,( 5 - 1 ) × 1 = 6,left,R,"['p', 'r']",,,,,,,,,0,2,2,2,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.09540589997778,None,left,1,3.143170099996496,147.09540589997778,None,150.2761532999575,None,,,,,,,,,,,,,,1 (bmg),001,2021_Apr_25_1004,OperationSpanTask,2021.1.2,59.92412406838694,
Bloque3.xlsx,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.28298169997288,None,"['p', 'r']",1,"[1.8139394000172615, 2.4618164999992587]",151.28298169997288,None,space,2.3588209000299685,151.76586759998463,None,,,1 (bmg),001,2021_Apr_25_1004,OperationSpanTask,2021.1.2,59.92412406838694,
Bloque1.xlsx,Operation,3,( 4 + 2 ) × 2 = 8,left,C,None,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.9531285999692,None,left,1,1.7972058999584988,155.9531285999692,None,157.78597799997078,None,,,,,,,,,,,,154.16218459996162,None,1 (bmg),001,2021_Apr_25_1004,OperationSpanTask,2021.1.2,59.92412406838694,
Bloque1.xlsx,Operation,3,( 3 - 1 ) × 3 = 5,left,L,None,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.07399619999342,None,left,1,1.5594612999702804,159.07399619999342,None,160.67860069999006,None,,,,,,,,,,,,,,1 (bmg),001,2021_Apr_25_1004,OperationSpanTask,2021.1.2,59.92412406838694,
Bloque1.xlsx,Operation,3,( 5 - 1 ) × 5 = 20,right,G,"['c', 'l', 'g']",,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.96235149999848,None,right,1,2.3803875999874435,161.96235149999848,None,164.36674059997313,None,,,,,,,,,,,,,,1 (bmg),001,2021_Apr_25_1004,OperationSpanTask,2021.1.2,59.92412406838694,
Bloque1.xlsx,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.36572249996243,None,"['c', 'l', 'g']",1,"[1.1656370999990031, 2.2344653000473045, 3.031027500052005]",165.36572249996243,None,space,2.9351170999580063,165.84734749997733,None,,,1 (bmg),001,2021_Apr_25_1004,OperationSpanTask,2021.1.2,59.92412406838694,
Bloque2.xlsx,Operation,3,( 4 - 2 ) × 3 = 9,left,J,None,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.619790799974,None,left,1,1.639837399998214,170.619790799974,None,172.2915992999915,None,,,,,,,,,,,,168.80396029999247,None,1 (bmg),001,2021_Apr_25_1004,OperationSpanTask,2021.1.2,59.92412406838694,
Bloque2.xlsx,Operation,3,( 3 + 8 ) × 5 = 53,left,M,None,,,,,,,,,,,,,,,,,0,1,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.5900511999498,None,left,1,2.9076070999726653,173.5900511999498,None,176.54454350000015,None,,,,,,,,,,,,,,1 (bmg),001,2021_Apr_25_1004,OperationSpanTask,2021.1.2,59.92412406838694,
