thisN,thisTrialN,thisRepN,letter,correct,key_resp.keys,key_resp.rt,key_resp.duration,nback_resp.keys,nback_resp.corr,selectblock,Type,Span,Stimulus,Response,Letter,corrResp,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,sound_loop.thisRepN,sound_loop.thisTrialN,sound_loop.thisN,sound_loop.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trialloop.thisRepN,trialloop.thisTrialN,trialloop.thisN,trialloop.thisIndex,span2.thisRepN,span2.thisTrialN,span2.thisN,span2.thisIndex,trialloop2.thisRepN,trialloop2.thisTrialN,trialloop2.thisN,trialloop2.thisIndex,span3.thisRepN,span3.thisTrialN,span3.thisN,span3.thisIndex,trialloop3.thisRepN,trialloop3.thisTrialN,trialloop3.thisN,trialloop3.thisIndex,span4.thisRepN,span4.thisTrialN,span4.thisN,span4.thisIndex,trialloop4.thisRepN,trialloop4.thisTrialN,trialloop4.thisN,trialloop4.thisIndex,span5.thisRepN,span5.thisTrialN,span5.thisN,span5.thisIndex,trialloop5.thisRepN,trialloop5.thisTrialN,trialloop5.thisN,trialloop5.thisIndex,span6.thisRepN,span6.thisTrialN,span6.thisN,span6.thisIndex,trialloop6.thisRepN,trialloop6.thisTrialN,trialloop6.thisN,trialloop6.thisIndex,thisRow.t,notes,start_sound.started,start_sound.stopped,nback_instruction.started,nback_inst.started,key_resp.started,nback_instruction.stopped,sound_loop.key_resp.keys,sound_loop.key_resp.rt,sound_loop.key_resp.duration,nback.started,nback_stim.started,nback_resp.started,nback_resp.stopped,nback_stim.stopped,nback.stopped,trials_3.nback_resp.keys,trials_3.nback_resp.corr,instructions.started,inst_text.started,key_resp_5.started,instructions.stopped,practice_warning.started,text_6.started,text_6.stopped,practice_warning.stopped,stimulus.started,text.started,key_resp_2.started,stimulus.stopped,trialloop.key_resp_2.keys,trialloop.key_resp_2.corr,trialloop.key_resp_2.rt,trialloop.key_resp_2.duration,ospan_stim.started,text_2.started,text_2.stopped,ospan_stim.stopped,Recall.started,text_3.started,key_resp_3.started,key_resp_4.started,Recall.stopped,trials.key_resp_3.keys,trials.key_resp_3.corr,trials.key_resp_3.rt,trials.key_resp_3.duration,trials.key_resp_4.keys,trials.key_resp_4.rt,trials.key_resp_4.duration,trial_warning.started,text_5.started,text_5.stopped,trial_warning.stopped,trialloop2.key_resp_2.keys,trialloop2.key_resp_2.corr,trialloop2.key_resp_2.rt,trialloop2.key_resp_2.duration,span2.key_resp_3.keys,span2.key_resp_3.corr,span2.key_resp_4.keys,span2.key_resp_4.rt,span2.key_resp_4.duration,span2.key_resp_3.rt,span2.key_resp_3.duration,trialloop3.key_resp_2.keys,trialloop3.key_resp_2.corr,trialloop3.key_resp_2.rt,trialloop3.key_resp_2.duration,span3.key_resp_3.keys,span3.key_resp_3.corr,span3.key_resp_4.keys,span3.key_resp_4.rt,span3.key_resp_4.duration,span3.key_resp_3.rt,span3.key_resp_3.duration,trialloop4.key_resp_2.keys,trialloop4.key_resp_2.corr,trialloop4.key_resp_2.rt,trialloop4.key_resp_2.duration,span4.key_resp_3.keys,span4.key_resp_3.corr,span4.key_resp_3.rt,span4.key_resp_3.duration,span4.key_resp_4.keys,span4.key_resp_4.rt,span4.key_resp_4.duration,trialloop5.key_resp_2.keys,trialloop5.key_resp_2.corr,trialloop5.key_resp_2.rt,trialloop5.key_resp_2.duration,span5.key_resp_3.keys,span5.key_resp_3.corr,span5.key_resp_3.rt,span5.key_resp_3.duration,span5.key_resp_4.keys,span5.key_resp_4.rt,span5.key_resp_4.duration,trialloop6.key_resp_2.keys,trialloop6.key_resp_2.corr,trialloop6.key_resp_2.rt,trialloop6.key_resp_2.duration,span6.key_resp_3.keys,span6.key_resp_3.corr,span6.key_resp_3.rt,span6.key_resp_3.duration,span6.key_resp_4.keys,span6.key_resp_4.rt,span6.key_resp_4.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
2,2,0,,,space,2.2695940409903415,None,,,resources/Block3.xlsx,,,,,,,,,,,"['c', 'v', 'b', 'h', 'j', 'k', 'l']",0,"[3.604911998962052, 3.696820707002189, 3.7369688319740817, 3.768978956970386, 3.7970976239885204, 3.8329373740125448, 3.8731994570116512]","[0.0800982920336537, 0.036055542004760355, 0.03201012499630451, 0.024202125030569732, 0.0358397500240244, 0.04407858295598999, 0.06785220897290856]",space,4.2894409989821725,None,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.95378949999576,407.9572795839631,407.9572795839631,408.4518277499592,412.7529375839513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['c', 'v', 'b', 'h', 'j', 'k', 'l']",0,"[3.604911998962052, 3.696820707002189, 3.7369688319740817, 3.768978956970386, 3.7970976239885204, 3.8329373740125448, 3.8731994570116512]","[0.0800982920336537, 0.036055542004760355, 0.03201012499630451, 0.024202125030569732, 0.0358397500240244, 0.04407858295598999, 0.06785220897290856]",space,4.2894409989821725,None,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-13_15h17.51.485,OperationSpanTask,2024.2.4,60,2025-05-13 15h17.54.480062 -0700,
0,0,0,,,space,2.2695940409903415,None,,,resources/Block1.xlsx,Operation,5,( 5 - 2 ) × 3 = 9,right,L,None,left,0,0.1674290410010144,None,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,415.26316504197894,,,,,,,,,,,,,,,,,,,,,,,,,,,415.2599890839774,415.5542081249878,415.5542081249878,415.7362204589881,,,,,415.737468916981,415.74118812498637,416.7358289169497,416.7318142919685,,,,,,,,,,,,,412.75842783396365,412.7631901669665,415.26316504197894,415.2502577919513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0,0.1674290410010144,None,,,,,,,,,,,,,,,,,,,123,001,2025-05-13_15h17.51.485,OperationSpanTask,2024.2.4,60,2025-05-13 15h17.54.480062 -0700,
1,1,0,,,space,2.2695940409903415,None,,,resources/Block1.xlsx,Operation,5,( 3 + 2 ) × 1 = 5,right,V,None,left,0,0.010880374000407755,None,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,416.7358289169497,,,,,,,,,,,,,,,,,,,,,,,,,,,416.73396812495776,417.02999054198153,417.02999054198153,417.04910324997036,,,,,417.050342124945,417.0538180839503,418.05410379194655,418.0489352499717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0,0.010880374000407755,None,,,,,,,,,,,,,,,,,,,123,001,2025-05-13_15h17.51.485,OperationSpanTask,2024.2.4,60,2025-05-13 15h17.54.480062 -0700,
2,2,0,,,space,2.2695940409903415,None,,,resources/Block1.xlsx,Operation,5,( 3 + 9 ) × 3 = 36,right,X,None,left,0,0.07641337398672476,None,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,418.05410379194655,,,,,,,,,,,,,,,,,,,,,,,,,,,418.05098179198103,418.3467149999924,418.3467149999924,418.42409624997526,,,,,418.42546479200246,418.4298202089849,419.41912099998444,419.4152572089806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0,0.07641337398672476,None,,,,,,,,,,,,,,,,,,,123,001,2025-05-13_15h17.51.485,OperationSpanTask,2024.2.4,60,2025-05-13 15h17.54.480062 -0700,
3,3,0,,,space,2.2695940409903415,None,,,resources/Block1.xlsx,Operation,5,( 5 + 3 ) × 1 = 8,right,P,None,left,0,0.14817300002323464,None,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,419.41912099998444,,,,,,,,,,,,,,,,,,,,,,,,,,,419.41726416698657,419.71715399995446,419.71715399995446,419.8691348749562,,,,,419.8704485420021,419.8800099999644,,420.87054899998475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0,0.14817300002323464,None,,,,,,,,,,,,,,,,,,,123,001,2025-05-13_15h17.51.485,OperationSpanTask,2024.2.4,60,2025-05-13 15h17.54.480062 -0700,
4,4,0,,,space,2.2695940409903415,None,,,resources/Block1.xlsx,Operation,5,( 3 + 2 ) × 2 = 11,left,C,"['l', 'v', 'x', 'p', 'c']",left,1,2.7819219989469275,None,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,420.87474279198796,,,,,,,,,,,,,,,,,,,,,,,,,,,420.872779874946,421.16333012498217,421.16333012498217,423.9532105839462,,,,,423.9546314170002,423.96341183397453,424.9525298340013,424.94851749995723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,2.7819219989469275,None,,,,,,,,,,,,,,,,,,,123,001,2025-05-13_15h17.51.485,OperationSpanTask,2024.2.4,60,2025-05-13 15h17.54.480062 -0700,
0,0,0,,,space,2.2695940409903415,None,,,resources/Block1.xlsx,,,,,,,,,,,"['f', 'g', 'h', 'j', 'k', 'l']",0,"[11.48774966597557, 11.599494165973738, 11.647413166007027, 11.687486790993717, 11.731464916025288, 11.787608915998135]","[0.11174449999816716, 0.047919000033289194, 0.04007362498668954, 0.043978125031571835, 0.060014374961610883, 0.06811412499519065]",space,12.025206374994013,None,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.9504235420027,424.9525298340013,424.9525298340013,425.4535754589597,437.4824559589615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['f', 'g', 'h', 'j', 'k', 'l']",0,"[11.48774966597557, 11.599494165973738, 11.647413166007027, 11.687486790993717, 11.731464916025288, 11.787608915998135]","[0.11174449999816716, 0.047919000033289194, 0.04007362498668954, 0.043978125031571835, 0.060014374961610883, 0.06811412499519065]",space,12.025206374994013,None,,,,,,,,,,,,123,001,2025-05-13_15h17.51.485,OperationSpanTask,2024.2.4,60,2025-05-13 15h17.54.480062 -0700,
0,0,0,,,space,2.2695940409903415,None,,,resources/Block2.xlsx,Operation,5,( 5 + 3 ) × 2 = 20,left,R,None,left,1,0.7960048739914782,None,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,439.98440720897634,,,,,,,,,,,,,,,,,,,,,,,,,,,439.98258449998684,440.27176574995974,440.27176574995974,441.0705202499521,,,,,441.0718081249506,441.0800851669628,442.0695008749608,442.06533808395034,,,,,,,,,,,,,437.4826499169576,437.4844722089474,439.98440720897634,439.9724342499976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,0.7960048739914782,None,,,,,,,,,,,,,,,,,,,123,001,2025-05-13_15h17.51.485,OperationSpanTask,2024.2.4,60,2025-05-13 15h17.54.480062 -0700,
1,1,0,,,space,2.2695940409903415,None,,,resources/Block2.xlsx,Operation,5,( 4 - 2 ) × 4 = 8,right,M,None,left,0,1.131451083056163,None,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,1,1,1,,,,,,,,,442.0695008749608,,,,,,,,,,,,,,,,,,,,,,,,,,,442.0674703749828,442.3670904589817,442.3670904589817,443.5015494999825,,,,,443.5028239589883,443.50634333398193,444.5025849589729,444.49858529196354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0,1.131451083056163,None,,,,,,,,,,,,,,,,,,,123,001,2025-05-13_15h17.51.485,OperationSpanTask,2024.2.4,60,2025-05-13 15h17.54.480062 -0700,
2,2,0,,,space,2.2695940409903415,None,,,resources/Block2.xlsx,Operation,5,( 4 + 8 ) × 4 = 48,right,T,None,left,0,6.994203624024522,None,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,2,2,2,,,,,,,,,444.5025849589729,,,,,,,,,,,,,,,,,,,,,,,,,,,444.5006669589784,444.79679554200266,444.79679554200266,451.8031422919594,,,,,451.8046584169497,451.8134892919916,452.80258574994514,452.7985756669659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0,6.994203624024522,None,,,,,,,,,,,,,,,,,,,123,001,2025-05-13_15h17.51.485,OperationSpanTask,2024.2.4,60,2025-05-13 15h17.54.480062 -0700,
3,3,0,,,space,2.2695940409903415,None,,,resources/Block2.xlsx,Operation,5,( 5 - 5 ) × 3 = 4,left,Z,None,left,1,0.15375595801742747,None,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,3,3,3,,,,,,,,,452.80258574994514,,,,,,,,,,,,,,,,,,,,,,,,,,,452.80066741700284,453.1023653749726,453.1023653749726,453.2657025840017,,,,,453.26713274995564,453.2705334170023,,454.26681787497364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,0.15375595801742747,None,,,,,,,,,,,,,,,,,,,123,001,2025-05-13_15h17.51.485,OperationSpanTask,2024.2.4,60,2025-05-13 15h17.54.480062 -0700,
4,4,0,,,space,2.2695940409903415,None,,,resources/Block2.xlsx,Operation,5,( 3 - 2 ) × 4 = 6,left,B,"['r', 'm', 't', 'z', 'b']",left,1,20.680837999971118,None,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,4,4,4,,,,,,,,,454.27086804196006,,,,,,,,,,,,,,,,,,,,,,,,,,,454.2689592499519,454.5644317919505,454.5644317919505,475.2491573339794,,,,,475.25077133398736,475.2532293339609,,476.25364229199477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,20.680837999971118,None,,,,,,,,,,,,,,,,,,,123,001,2025-05-13_15h17.51.485,OperationSpanTask,2024.2.4,60,2025-05-13 15h17.54.480062 -0700,
1,1,0,,,space,2.2695940409903415,None,,,resources/Block2.xlsx,,,,,,,,,,,"['s', 'd', 's', 'd']",0,"[5.314633000001777, 5.338514332950581, 5.9485702909878455, 6.028889207984321]","[0.04814054095186293, 0.1081285000545904, 0.15609708399279043, 0.10360308300005272]",space,6.715713582991157,None,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.25575908395695,476.25923733395757,476.25923733395757,476.74920004198793,483.46570258395514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['s', 'd', 's', 'd']",0,"[5.314633000001777, 5.338514332950581, 5.9485702909878455, 6.028889207984321]","[0.04814054095186293, 0.1081285000545904, 0.15609708399279043, 0.10360308300005272]",space,6.715713582991157,None,,,,,,,,,,,,123,001,2025-05-13_15h17.51.485,OperationSpanTask,2024.2.4,60,2025-05-13 15h17.54.480062 -0700,
0,0,0,,,space,2.2695940409903415,None,,,resources/Block3.xlsx,Operation,5,( 5 + 5 ) × 2 = 21,left,N,None,left,1,44.50838345801458,None,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,0,0,0,,,,,,,,,485.9754502089927,,,,,,,,,,,,,,,,,,,,,,,,,,,485.97320120898075,486.2546138749458,486.2546138749458,530.7691795839928,,,,,530.7704797499464,530.7801967499545,531.7692305839737,531.7651969589642,,,,,,,,,,,,,483.4659077919787,483.4677442499669,485.9754502089927,485.9551799589535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,44.50838345801458,None,,,,,,,,,,,,,,,,,,,123,001,2025-05-13_15h17.51.485,OperationSpanTask,2024.2.4,60,2025-05-13 15h17.54.480062 -0700,
1,1,0,,,space,2.2695940409903415,None,,,resources/Block3.xlsx,Operation,5,( 4 - 3 ) × 1 = 1,right,G,None,left,0,0.6706366659491323,None,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,1,1,1,,,,,,,,,531.7692305839737,,,,,,,,,,,,,,,,,,,,,,,,,,,531.7673240419826,532.0634363339632,532.0634363339632,532.7359505839995,,,,,532.7372596249916,532.7469252089504,533.737570749945,533.7333606669563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0,0.6706366659491323,None,,,,,,,,,,,,,,,,,,,123,001,2025-05-13_15h17.51.485,OperationSpanTask,2024.2.4,60,2025-05-13 15h17.54.480062 -0700,
2,2,0,,,space,2.2695940409903415,None,,,resources/Block3.xlsx,Operation,5,( 3 - 2 ) × 5 = 5,right,V,None,left,0,0.1784596659708768,None,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,2,2,2,,,,,,,,,533.737570749945,,,,,,,,,,,,,,,,,,,,,,,,,,,533.7355153749813,534.0341167089646,534.0341167089646,534.2179857500014,,,,,534.219272999966,534.230121999979,535.2193347089924,535.2153543749591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0,0.1784596659708768,None,,,,,,,,,,,,,,,,,,,123,001,2025-05-13_15h17.51.485,OperationSpanTask,2024.2.4,60,2025-05-13 15h17.54.480062 -0700,
3,3,0,,,space,2.2695940409903415,None,,,resources/Block3.xlsx,Operation,5,( 3 + 8 ) × 2 = 17,left,X,None,left,1,0.18825966597069055,None,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,3,3,3,,,,,,,,,535.2193347089924,,,,,,,,,,,,,,,,,,,,,,,,,,,535.2174657089636,535.5223643339705,535.5223643339705,535.717545499967,,,,,535.7189222089946,535.7301892919932,536.7192650419893,536.7151996669709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,0.18825966597069055,None,,,,,,,,,,,,,,,,,,,123,001,2025-05-13_15h17.51.485,OperationSpanTask,2024.2.4,60,2025-05-13 15h17.54.480062 -0700,
4,4,0,,,space,2.2695940409903415,None,,,resources/Block3.xlsx,Operation,5,( 5 - 5 ) × 1 = 0,right,S,"['n', 'g', 'v', 'x', 's']",left,0,0.007069999002851546,None,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,4,4,4,,,,,,,,,536.7192650419893,,,,,,,,,,,,,,,,,,,,,,,,,,,536.7173698339611,537.0189112499938,537.0189112499938,537.0360324590001,,,,,537.0373709169799,537.0468504999881,538.0360149999615,538.0320237919805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0,0.007069999002851546,None,,,,,,,,,,,,,,,,,,,123,001,2025-05-13_15h17.51.485,OperationSpanTask,2024.2.4,60,2025-05-13 15h17.54.480062 -0700,
2,2,0,,,space,2.2695940409903415,None,,,resources/Block3.xlsx,,,,,,,,,,,"['d', 'f', 'g', 'h', 'j', 'k', 'l']",0,"[0.6689119989750907, 0.7048070830060169, 0.7409949579741806, 0.7688637909595855, 0.7888540829881094, 0.8169675410026684, 0.8447909989627078]","[0.040172291977796704, 0.03618787496816367, 0.02383137500146404, 0.024300625023897737, 0.032277457998134196, 0.03197754197753966, 0.05607033404521644]",space,1.0369505829876289,None,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538.0339306669775,538.0360149999615,538.0360149999615,538.5344382499461,539.5825422089547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['d', 'f', 'g', 'h', 'j', 'k', 'l']",0,"[0.6689119989750907, 0.7048070830060169, 0.7409949579741806, 0.7688637909595855, 0.7888540829881094, 0.8169675410026684, 0.8447909989627078]","[0.040172291977796704, 0.03618787496816367, 0.02383137500146404, 0.024300625023897737, 0.032277457998134196, 0.03197754197753966, 0.05607033404521644]",space,1.0369505829876289,None,,,,,,,,,,,,123,001,2025-05-13_15h17.51.485,OperationSpanTask,2024.2.4,60,2025-05-13 15h17.54.480062 -0700,
0,0,0,,,space,2.2695940409903415,None,,,resources/Block1.xlsx,Operation,6,( 5 + 4 ) × 5 = 45,right,J,None,left,0,0.10530395701061934,None,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,542.0984187499853,,,,,,,,,,,,,,,,,,,,,,,,,,,542.0962356249802,542.3800841670018,542.3800841670018,542.4860072089941,,,,,542.4873211669619,542.4967956669861,543.4864038749947,543.4818576669786,,,,,,,,,,,,,539.588072374987,539.5917009589612,,542.0862267919583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0,0.10530395701061934,None,,,,,,,,123,001,2025-05-13_15h17.51.485,OperationSpanTask,2024.2.4,60,2025-05-13 15h17.54.480062 -0700,
1,1,0,,,space,2.2695940409903415,None,,,resources/Block1.xlsx,Operation,6,( 3 - 3 ) × 2 = 0,right,P,None,left,0,0.10471987503115088,None,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,543.4864038749947,,,,,,,,,,,,,,,,,,,,,,,,,,,543.4844129999983,543.788693541952,543.788693541952,543.9032817089465,,,,,543.904558499984,543.9134913339512,544.9056819999823,544.9014021249604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0,0.10471987503115088,None,,,,,,,,123,001,2025-05-13_15h17.51.485,OperationSpanTask,2024.2.4,60,2025-05-13 15h17.54.480062 -0700,
2,2,0,,,space,2.2695940409903415,None,,,resources/Block1.xlsx,Operation,6,( 4 - 3 ) × 3 = 3,right,K,None,left,0,0.05167016602354124,None,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,544.9056819999823,,,,,,,,,,,,,,,,,,,,,,,,,,,544.9037560419529,545.2005598749965,545.2005598749965,545.2657908749534,,,,,545.2670361249475,545.2705247919657,,546.2670625000028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0,0.05167016602354124,None,,,,,,,,123,001,2025-05-13_15h17.51.485,OperationSpanTask,2024.2.4,60,2025-05-13 15h17.54.480062 -0700,
3,3,0,,,space,2.2695940409903415,None,,,resources/Block1.xlsx,Operation,6,( 3 + 7 ) × 5 = 50,right,L,None,left,0,0.05469629098661244,None,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,546.2715190419694,,,,,,,,,,,,,,,,,,,,,,,,,,,546.2694792089751,546.5643504170002,546.5643504170002,546.6232437089784,,,,,546.6246601250023,546.6298644169583,547.6192720419494,547.6152667499846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0,0.05469629098661244,None,,,,,,,,123,001,2025-05-13_15h17.51.485,OperationSpanTask,2024.2.4,60,2025-05-13 15h17.54.480062 -0700,
4,4,0,,,space,2.2695940409903415,None,,,resources/Block1.xlsx,Operation,6,( 4 + 7 ) × 3 = 30,left,T,None,left,1,0.09533816599287093,None,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,4,547.6192720419494,,,,,,,,,,,,,,,,,,,,,,,,,,,547.6173841249547,547.9183932089945,547.9183932089945,548.0158253339469,,,,,548.0170832919539,548.0193473749678,549.0134338749922,549.0047892089933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,0.09533816599287093,None,,,,,,,,123,001,2025-05-13_15h17.51.485,OperationSpanTask,2024.2.4,60,2025-05-13 15h17.54.480062 -0700,
5,5,0,,,space,2.2695940409903415,None,,,resources/Block1.xlsx,Operation,6,( 5 - 4 ) × 4 = 4,right,D,"['j', 'p', 'k', 'l', 't', 'd']",left,0,0.10072083299746737,None,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,5,549.0134338749922,,,,,,,,,,,,,,,,,,,,,,,,,,,549.0070045419852,549.3058643749682,549.3058643749682,549.415813999949,,,,,549.4170769169577,549.4204349999782,550.4191808339674,550.4152698339894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0,0.10072083299746737,None,,,,,,,,123,001,2025-05-13_15h17.51.485,OperationSpanTask,2024.2.4,60,2025-05-13 15h17.54.480062 -0700,
0,0,0,,,space,2.2695940409903415,None,,,resources/Block1.xlsx,,,,,,,,,,,"['d', 'f', 'g', 'h', 'j', 'k', 'l']",0,"[0.5179639579728246, 0.5820329579873942, 0.618203290970996, 0.6542360409512185, 0.6778896659961902, 0.7062055830028839, 0.7300723739899695]","[0.0689391249907203, 0.04416083300020546, 0.036032749980222434, 0.027811500011011958, 0.02831591700669378, 0.02796029095770791, 0.03599495900562033]",space,1.081075248948764,None,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550.4171726669883,550.4191808339674,550.4191808339674,550.9197752089822,552.0039186249487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['d', 'f', 'g', 'h', 'j', 'k', 'l']",0,"[0.5179639579728246, 0.5820329579873942, 0.618203290970996, 0.6542360409512185, 0.6778896659961902, 0.7062055830028839, 0.7300723739899695]","[0.0689391249907203, 0.04416083300020546, 0.036032749980222434, 0.027811500011011958, 0.02831591700669378, 0.02796029095770791, 0.03599495900562033]",space,1.081075248948764,None,123,001,2025-05-13_15h17.51.485,OperationSpanTask,2024.2.4,60,2025-05-13 15h17.54.480062 -0700,
