thisN,thisTrialN,thisRepN,letter,correct,key_resp.keys,key_resp.rt,key_resp.duration,nback_resp.keys,nback_resp.corr,selectblock,Type,Span,Stimulus,Response,Letter,corrResp,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,sound_loop.thisRepN,sound_loop.thisTrialN,sound_loop.thisN,sound_loop.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trialloop.thisRepN,trialloop.thisTrialN,trialloop.thisN,trialloop.thisIndex,span2.thisRepN,span2.thisTrialN,span2.thisN,span2.thisIndex,trialloop2.thisRepN,trialloop2.thisTrialN,trialloop2.thisN,trialloop2.thisIndex,span3.thisRepN,span3.thisTrialN,span3.thisN,span3.thisIndex,trialloop3.thisRepN,trialloop3.thisTrialN,trialloop3.thisN,trialloop3.thisIndex,span4.thisRepN,span4.thisTrialN,span4.thisN,span4.thisIndex,trialloop4.thisRepN,trialloop4.thisTrialN,trialloop4.thisN,trialloop4.thisIndex,span5.thisRepN,span5.thisTrialN,span5.thisN,span5.thisIndex,trialloop5.thisRepN,trialloop5.thisTrialN,trialloop5.thisN,trialloop5.thisIndex,span6.thisRepN,span6.thisTrialN,span6.thisN,span6.thisIndex,trialloop6.thisRepN,trialloop6.thisTrialN,trialloop6.thisN,trialloop6.thisIndex,thisRow.t,notes,start_sound.started,start_sound.stopped,nback_instruction.started,nback_inst.started,key_resp.started,nback_instruction.stopped,sound_loop.key_resp.keys,sound_loop.key_resp.rt,sound_loop.key_resp.duration,nback.started,nback_stim.started,nback_resp.started,nback_resp.stopped,nback_stim.stopped,nback.stopped,trials_3.nback_resp.keys,trials_3.nback_resp.corr,instructions.started,inst_text.started,key_resp_5.started,instructions.stopped,practice_warning.started,text_6.started,text_6.stopped,practice_warning.stopped,stimulus.started,text.started,key_resp_2.started,stimulus.stopped,trialloop.key_resp_2.keys,trialloop.key_resp_2.corr,trialloop.key_resp_2.rt,trialloop.key_resp_2.duration,ospan_stim.started,text_2.started,text_2.stopped,ospan_stim.stopped,Recall.started,text_3.started,key_resp_3.started,key_resp_4.started,Recall.stopped,trials.key_resp_3.keys,trials.key_resp_3.corr,trials.key_resp_3.rt,trials.key_resp_3.duration,trials.key_resp_4.keys,trials.key_resp_4.rt,trials.key_resp_4.duration,trial_warning.started,text_5.started,text_5.stopped,trial_warning.stopped,trialloop2.key_resp_2.keys,trialloop2.key_resp_2.corr,trialloop2.key_resp_2.rt,trialloop2.key_resp_2.duration,span2.key_resp_3.keys,span2.key_resp_3.corr,span2.key_resp_4.keys,span2.key_resp_4.rt,span2.key_resp_4.duration,span2.key_resp_3.rt,span2.key_resp_3.duration,trialloop3.key_resp_2.keys,trialloop3.key_resp_2.corr,trialloop3.key_resp_2.rt,trialloop3.key_resp_2.duration,span3.key_resp_3.keys,span3.key_resp_3.corr,span3.key_resp_4.keys,span3.key_resp_4.rt,span3.key_resp_4.duration,span3.key_resp_3.rt,span3.key_resp_3.duration,trialloop4.key_resp_2.keys,trialloop4.key_resp_2.corr,trialloop4.key_resp_2.rt,trialloop4.key_resp_2.duration,span4.key_resp_3.keys,span4.key_resp_3.corr,span4.key_resp_3.rt,span4.key_resp_3.duration,span4.key_resp_4.keys,span4.key_resp_4.rt,span4.key_resp_4.duration,trialloop5.key_resp_2.keys,trialloop5.key_resp_2.corr,trialloop5.key_resp_2.rt,trialloop5.key_resp_2.duration,span5.key_resp_3.keys,span5.key_resp_3.corr,span5.key_resp_3.rt,span5.key_resp_3.duration,span5.key_resp_4.keys,span5.key_resp_4.rt,span5.key_resp_4.duration,trialloop6.key_resp_2.keys,trialloop6.key_resp_2.corr,trialloop6.key_resp_2.rt,trialloop6.key_resp_2.duration,span6.key_resp_3.keys,span6.key_resp_3.corr,span6.key_resp_3.rt,span6.key_resp_3.duration,span6.key_resp_4.keys,span6.key_resp_4.rt,span6.key_resp_4.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,,,space,2.2695940409903415,None,,,resources/Block2.xlsx,Operation,6,( 3 + 3 ) × 3 = 15,left,C,None,left,1,0.05646816594526172,None,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,554.512445041968,,,,,,,,,,,,,,,,,,,,,,,,,,,554.5087810839759,554.813650208991,554.813650208991,554.8714630839531,,,,,554.8728697089828,554.8801220000023,555.8712043749983,555.8671586249839,,,,,,,,,,,,,552.0041730419616,552.0135460839956,554.512445041968,554.4991297089728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,0.05646816594526172,None,,,,,,,,123,001,2025-05-13_15h17.51.485,OperationSpanTask,2024.2.4,60,2025-05-13 15h17.54.480062 -0700,
1,1,0,,,space,2.2695940409903415,None,,,resources/Block2.xlsx,Operation,6,( 3 + 9 ) × 4 = 48,right,M,None,left,0,0.1970676250057295,None,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,1,1,1,555.8712043749983,,,,,,,,,,,,,,,,,,,,,,,,,,,555.8692938339664,556.1721334169852,556.1721334169852,556.3719842089922,,,,,556.3734085839824,556.3801832499448,557.3693156249938,557.3653650839697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0,0.1970676250057295,None,,,,,,,,123,001,2025-05-13_15h17.51.485,OperationSpanTask,2024.2.4,60,2025-05-13 15h17.54.480062 -0700,
2,2,0,,,space,2.2695940409903415,None,,,resources/Block2.xlsx,Operation,6,( 3 - 3 ) × 5 = 1,left,B,None,left,1,0.07110241596819833,None,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,2,2,2,557.3693156249938,,,,,,,,,,,,,,,,,,,,,,,,,,,557.367434291984,557.6719702499686,557.6719702499686,557.7507143749972,,,,,557.7519664589781,557.7632775419625,,558.752320916974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,0.07110241596819833,None,,,,,,,,123,001,2025-05-13_15h17.51.485,OperationSpanTask,2024.2.4,60,2025-05-13 15h17.54.480062 -0700,
3,3,0,,,space,2.2695940409903415,None,,,resources/Block2.xlsx,Operation,6,( 4 - 3 ) × 3 = 6,left,R,None,left,1,0.07683358294889331,None,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,3,3,3,558.7563578339759,,,,,,,,,,,,,,,,,,,,,,,,,,,558.7544804999488,559.0467688749777,559.0467688749777,559.1324864999624,,,,,559.1337359169847,559.1371637499542,,560.1354908339563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,0.07683358294889331,None,,,,,,,,123,001,2025-05-13_15h17.51.485,OperationSpanTask,2024.2.4,60,2025-05-13 15h17.54.480062 -0700,
4,4,0,,,space,2.2695940409903415,None,,,resources/Block2.xlsx,Operation,6,( 3 + 4 ) × 2 = 14,right,Q,None,left,0,0.19826879096217453,None,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,4,4,4,560.1396927089663,,,,,,,,,,,,,,,,,,,,,,,,,,,560.1376413749531,560.4301562919863,560.4301562919863,560.6344008339802,,,,,560.6358008339885,560.6469324999489,561.6360228339909,561.6320207499666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0,0.19826879096217453,None,,,,,,,,123,001,2025-05-13_15h17.51.485,OperationSpanTask,2024.2.4,60,2025-05-13 15h17.54.480062 -0700,
5,5,0,,,space,2.2695940409903415,None,,,resources/Block2.xlsx,Operation,6,( 4 + 3 ) × 4 = 28,right,S,"['c', 'm', 'b', 'r', 'q', 's']",left,0,0.07533629104727879,None,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,5,5,5,561.6360228339909,,,,,,,,,,,,,,,,,,,,,,,,,,,561.6341124999453,561.9301479999558,561.9301479999558,562.0194109999575,,,,,562.0209244169528,562.0246913339943,563.0194077919587,563.0153724999982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0,0.07533629104727879,None,,,,,,,,123,001,2025-05-13_15h17.51.485,OperationSpanTask,2024.2.4,60,2025-05-13 15h17.54.480062 -0700,
1,1,0,,,space,2.2695940409903415,None,,,resources/Block2.xlsx,,,,,,,,,,,"['d', 'g', 'h', 'j', 'k', 'l']",0,"[4.25451920699561, 4.350554666016251, 4.377411457011476, 4.4018327909871005, 4.421530540974345, 4.449648706999142]","[0.03982583398465067, 0.019008582981768996, 0.02011537499492988, 0.02387299999827519, 0.03230883303331211, 0.043994874984491616]",space,4.679092790989671,None,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563.0173486249987,563.0194077919587,563.0194077919587,563.522683874995,568.2029017499881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['d', 'g', 'h', 'j', 'k', 'l']",0,"[4.25451920699561, 4.350554666016251, 4.377411457011476, 4.4018327909871005, 4.421530540974345, 4.449648706999142]","[0.03982583398465067, 0.019008582981768996, 0.02011537499492988, 0.02387299999827519, 0.03230883303331211, 0.043994874984491616]",space,4.679092790989671,None,123,001,2025-05-13_15h17.51.485,OperationSpanTask,2024.2.4,60,2025-05-13 15h17.54.480062 -0700,
0,0,0,,,space,2.2695940409903415,None,,,resources/Block3.xlsx,Operation,6,( 5 - 4 ) × 1 = 5,left,F,None,left,1,0.05642691598040983,None,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,0,0,0,570.713973083999,,,,,,,,,,,,,,,,,,,,,,,,,,,570.7119495839579,571.000544416951,571.000544416951,571.0659554169979,,,,,571.0674202919472,571.070759958995,,572.070774458989,,,,,,,,,,,,,568.2031046669581,568.2134850419825,570.713973083999,570.7020046249963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,0.05642691598040983,None,,,,,,,,123,001,2025-05-13_15h17.51.485,OperationSpanTask,2024.2.4,60,2025-05-13 15h17.54.480062 -0700,
1,1,0,,,space,2.2695940409903415,None,,,resources/Block3.xlsx,Operation,6,( 3 + 4 ) × 4 = 23,left,V,None,left,1,0.032244582020211965,None,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,1,1,1,572.0752498339862,,,,,,,,,,,,,,,,,,,,,,,,,,,572.0731912499759,572.3539225419518,572.3539225419518,572.3991608339711,,,,,572.4003967499593,572.4037047500024,573.4032050839742,573.3991890419857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,0.032244582020211965,None,,,,,,,,123,001,2025-05-13_15h17.51.485,OperationSpanTask,2024.2.4,60,2025-05-13 15h17.54.480062 -0700,
2,2,0,,,space,2.2695940409903415,None,,,resources/Block3.xlsx,Operation,6,( 1 + 1 ) × 3 = 4,left,Z,None,left,1,0.017819166008848697,None,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,2,2,2,573.4032050839742,,,,,,,,,,,,,,,,,,,,,,,,,,,573.4012605419848,573.6967413749662,573.6967413749662,573.7207759589655,,,,,573.7220561669674,573.7254187499639,574.7196821249672,574.7155328340014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,0.017819166008848697,None,,,,,,,,123,001,2025-05-13_15h17.51.485,OperationSpanTask,2024.2.4,60,2025-05-13 15h17.54.480062 -0700,
3,3,0,,,space,2.2695940409903415,None,,,resources/Block3.xlsx,Operation,6,( 9 - 4 ) × 2 = 10,right,N,None,left,0,0.1101772069814615,None,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,3,3,3,574.7196821249672,,,,,,,,,,,,,,,,,,,,,,,,,,,574.7177231249516,575.0227790419594,575.0227790419594,575.1365579169942,,,,,575.1378062499571,575.1468342919834,576.1369597919984,576.1319600419956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0,0.1101772069814615,None,,,,,,,,123,001,2025-05-13_15h17.51.485,OperationSpanTask,2024.2.4,60,2025-05-13 15h17.54.480062 -0700,
4,4,0,,,space,2.2695940409903415,None,,,resources/Block3.xlsx,Operation,6,( 3 + 5 ) × 1 = 3,left,P,None,left,1,0.22008691600058228,None,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,4,4,4,576.1369597919984,,,,,,,,,,,,,,,,,,,,,,,,,,,576.1345199169591,576.4395653749816,576.4395653749816,576.6682961249608,,,,,576.6696533749928,576.6802773749805,577.6724338749773,577.6683755839476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,0.22008691600058228,None,,,,,,,,123,001,2025-05-13_15h17.51.485,OperationSpanTask,2024.2.4,60,2025-05-13 15h17.54.480062 -0700,
5,5,0,,,space,2.2695940409903415,None,,,resources/Block3.xlsx,Operation,6,( 5 + 3 ) × 3 = 24,right,X,"['f', 'v', 'z', 'n', 'p', 'x']",left,0,0.2379996239906177,None,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,5,5,5,577.6724338749773,,,,,,,,,,,,,,,,,,,,,,,,,,,577.6705305840005,577.9713801670005,577.9713801670005,578.2158099589869,,,,,578.2172555419966,578.2206561669591,,579.2200518749887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0,0.2379996239906177,None,,,,,,,,123,001,2025-05-13_15h17.51.485,OperationSpanTask,2024.2.4,60,2025-05-13 15h17.54.480062 -0700,
2,2,0,,,space,2.2695940409903415,None,,,resources/Block3.xlsx,,,,,,,,,,,"['f', 'g', 'h', 'j', 'k', 'l']",0,"[0.5049542910419405, 0.5609967490308918, 0.5970337490434758, 0.6209365410031751, 0.6490452910074964, 0.681069249054417]","[0.06026537501020357, 0.03215120901586488, 0.023902791959699243, 0.028108750004321337, 0.03617133299121633, 0.055771833984181285]",space,0.8372648740187287,None,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579.2220811669831,579.230121999979,579.230121999979,579.7146913749748,580.5526347919949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['f', 'g', 'h', 'j', 'k', 'l']",0,"[0.5049542910419405, 0.5609967490308918, 0.5970337490434758, 0.6209365410031751, 0.6490452910074964, 0.681069249054417]","[0.06026537501020357, 0.03215120901586488, 0.023902791959699243, 0.028108750004321337, 0.03617133299121633, 0.055771833984181285]",space,0.8372648740187287,None,123,001,2025-05-13_15h17.51.485,OperationSpanTask,2024.2.4,60,2025-05-13 15h17.54.480062 -0700,
0,0,0,,,space,2.2695940409903415,None,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-13_15h17.51.485,OperationSpanTask,2024.2.4,60,2025-05-13 15h17.54.480062 -0700,
0,0,0,M,None,space,0.5979332490242086,None,None,1,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581.6621870839735,,580.557847374992,580.5578794169705,580.5578924169531,580.5632806669455,581.050271666958,581.6490969999577,space,0.5979332490242086,None,581.6585967499996,583.1380227089976,583.1380227089976,583.6351440419676,584.1300542089739,584.1229526669485,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-13_15h17.51.485,OperationSpanTask,2024.2.4,60,2025-05-13 15h17.54.480062 -0700,
1,1,0,O,None,space,0.5979332490242086,None,None,1,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584.1300542089739,,,,,,,,,,,584.1242493339814,585.6560964589589,585.6560964589589,586.1516737919883,586.6516824589926,586.6485744999954,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-13_15h17.51.485,OperationSpanTask,2024.2.4,60,2025-05-13 15h17.54.480062 -0700,
2,2,0,X,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586.6516824589926,,,,,,,,,,,586.6498311249889,588.1467660839553,588.1467660839553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
