nback_instruction.started,nback_instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,OS,frameRate
0,1.849,space,1.321,,123,001,2025-05-10_12h22.26.174,OperationSpanTask,2024.2.4,MacIntel,62.5
