thisN,thisTrialN,thisRepN,sound_loop.thisRepN,sound_loop.thisTrialN,sound_loop.thisN,sound_loop.thisIndex,thisRow.t,notes,start_sound.started,start_sound.stopped,nback_instruction.started,nback_inst.started,key_resp.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,0,0,0,0.4364342500339262,,0.4261177080334164,0.42623712500790134,0.42627579101826996,0.4364342500339262,0.9206195829901844,,,,,,,,
