4.2851 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
4.2858 	INFO 	Loaded monitor calibration from ['2025_04_02 00:13']
4.5123 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f77c93cda60>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f77c93cd970>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7f77c93fb430>, multiSample=False, name='window1', numSamples=2, pos=[464.0, 258.5], screen=0, size=array([1600, 1200]), stencilBits=0, stereo=False, title='PsychoPy', units='norm', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
4.5123 	EXP 	window1: backgroundImage = ''
4.5124 	EXP 	window1: backgroundFit = 'none'
4.5235 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5239 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5246 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5256 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5264 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5273 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5282 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5286 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5288 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5290 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5298 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5306 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5309 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5315 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5321 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5329 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5335 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5340 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5347 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5353 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5361 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5369 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5376 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5384 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5390 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5396 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5405 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5408 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5410 	DEBUG 	Uploading Texture Font fontname to graphics card
4.5450 	DEBUG 	Upload of Texture Font fontname complete
4.5519 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5528 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5530 	DEBUG 	Uploading Texture Font fontname to graphics card
4.5552 	DEBUG 	Upload of Texture Font fontname complete
5.1978 	INFO 	keyboard.Keyboard is using ptb backend.
5.3206 	INFO 	keyboard.Keyboard is using ptb backend.
5.4047 	INFO 	keyboard.Keyboard is using ptb backend.
5.4879 	INFO 	keyboard.Keyboard is using ptb backend.
5.5713 	INFO 	keyboard.Keyboard is using ptb backend.
5.6543 	INFO 	keyboard.Keyboard is using ptb backend.
5.7371 	INFO 	keyboard.Keyboard is using ptb backend.
5.7372 	EXP 	OperationSpanTask: status = STARTED
5.7955 	EXP 	Created nback_inst = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='nback_inst', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='norm', win=Window(...), wrapWidth=1)
5.7965 	EXP 	Created nback_stim = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.3, italic=False, languageStyle='LTR', name='nback_stim', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='norm', win=Window(...), wrapWidth=1)
