thisN,thisTrialN,thisRepN,sound_loop.thisRepN,sound_loop.thisTrialN,sound_loop.thisN,sound_loop.thisIndex,thisRow.t,notes,start_sound.started,start_sound.stopped,nback_instruction.started,nback_inst.started,key_resp.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,0,0,0,0.036710667016450316,,0.028810084040742368,0.028865209023933858,0.028878709010314196,0.036710667016450316,0.5226693750009872,,,,,,,,
