thisN,thisTrialN,thisRepN,sound_loop.thisRepN,sound_loop.thisTrialN,sound_loop.thisN,sound_loop.thisIndex,thisRow.t,notes,start_sound.started,start_sound.stopped,nback_instruction.started,nback_inst.started,key_resp.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,0,0,0,0.047272416995838284,,0.030451334023382515,0.03053225000621751,0.030545792018529028,0.047272416995838284,0.5195422500255518,,,,,,,,
