nback_instruction.started,nback_instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,OS,frameRate
0,1.015,space,0.482,,123,001,2025-05-10_12h48.36.731,OperationSpanTask,2024.2.4,MacIntel,58.82352941
