thisN,thisTrialN,thisRepN,sound_loop.thisRepN,sound_loop.thisTrialN,sound_loop.thisN,sound_loop.thisIndex,thisRow.t,notes,random_2.started,random_2.stopped,start_sound.started,start_sound.stopped,sound_question.started,sound_question_text.started,sound_question_textbox.started,sound_question_resp.started,participant,session,age,gender,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,0,0,0,0.11528356100461679,,0.07023222200223245,0.07030539200059138,0.07032767200144008,0.07036381799844094,0.0880457480016048,0.11528356100461679,0.11528356100461679,0.11528356100461679,,,,,,,,,,
