Eligebloque,Tipo,Span,Estimulo,Respuesta,Letra,CorRec,ensayos.thisRepN,ensayos.thisTrialN,ensayos.thisN,ensayos.thisIndex,ensayosejem.thisRepN,ensayosejem.thisTrialN,ensayosejem.thisN,ensayosejem.thisIndex,span2.thisRepN,span2.thisTrialN,span2.thisN,span2.thisIndex,ensayos2.thisRepN,ensayos2.thisTrialN,ensayos2.thisN,ensayos2.thisIndex,span3.thisRepN,span3.thisTrialN,span3.thisN,span3.thisIndex,ensayos3.thisRepN,ensayos3.thisTrialN,ensayos3.thisN,ensayos3.thisIndex,span4.thisRepN,span4.thisTrialN,span4.thisN,span4.thisIndex,ensayos4.thisRepN,ensayos4.thisTrialN,ensayos4.thisN,ensayos4.thisIndex,span5.thisRepN,span5.thisTrialN,span5.thisN,span5.thisIndex,ensayos5.thisRepN,ensayos5.thisTrialN,ensayos5.thisN,ensayos5.thisIndex,span6.thisRepN,span6.thisTrialN,span6.thisN,span6.thisIndex,ensayos6.thisRepN,ensayos6.thisTrialN,ensayos6.thisN,ensayos6.thisIndex,text_4.started,text_4.stopped,text_6.started,text_6.stopped,text.started,text.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_5.started,text_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Bloque1.xlsx,Operation,5,( 3 + 2 ) × 1 = 5,right,V,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,248.8093474000343,None,right,1,1.509793900011573,248.8093474000343,None,250.36400529998355,None,,,,,,,,,,,,,,2 (jcm),001,2021_Apr_25_1132,OperationSpanTask,2021.1.2,60.05749903294543,
Bloque1.xlsx,Operation,5,( 3 + 9 ) × 3 = 36,right,X,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,251.64942239999073,None,right,1,1.666981799993664,251.64942239999073,None,253.356975600007,None,,,,,,,,,,,,,,2 (jcm),001,2021_Apr_25_1132,OperationSpanTask,2021.1.2,60.05749903294543,
Bloque1.xlsx,Operation,5,( 5 + 3 ) × 1 = 8,right,P,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,254.65325590001885,None,right,1,1.5556126000010408,254.65325590001885,None,256.25078230001964,None,,,,,,,,,,,,,,2 (jcm),001,2021_Apr_25_1132,OperationSpanTask,2021.1.2,60.05749903294543,
Bloque1.xlsx,Operation,5,( 3 + 2 ) × 2 = 11,left,C,"['l', 'v', 'x', 'p', 'c']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,257.5607780999853,None,left,1,2.8410779000259936,257.5607780999853,None,260.4502189999912,None,,,,,,,,,,,,,,2 (jcm),001,2021_Apr_25_1132,OperationSpanTask,2021.1.2,60.05749903294543,
Bloque1.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,261.44297840003856,None,"['l', 'v', 'x', 'p', 'c']",1,"[1.0025303000002168, 1.77341590001015, 2.4183440000051633, 3.123368400032632, 3.9516605000244454]",261.44297840003856,None,space,4.037320000003092,261.9311680000392,None,,,2 (jcm),001,2021_Apr_25_1132,OperationSpanTask,2021.1.2,60.05749903294543,
Bloque2.xlsx,Operation,5,( 5 + 3 ) × 2 = 20,left,R,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,267.88473550003255,None,left,1,3.5629543000250123,267.88473550003255,None,271.5047770999954,None,,,,,,,,,,,,266.0185494000325,None,2 (jcm),001,2021_Apr_25_1132,OperationSpanTask,2021.1.2,60.05749903294543,
Bloque2.xlsx,Operation,5,( 4 - 2 ) × 4 = 8,right,M,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,1,1,1,,,,,,,,,,,,,272.8009062000201,None,right,1,1.5592622000258416,272.8009062000201,None,274.3948930000188,None,,,,,,,,,,,,,,2 (jcm),001,2021_Apr_25_1132,OperationSpanTask,2021.1.2,60.05749903294543,
Bloque2.xlsx,Operation,5,( 4 + 8 ) × 4 = 48,right,T,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,2,2,2,,,,,,,,,,,,,275.69401119998656,None,right,1,1.6264258000301197,275.69401119998656,None,277.3633492999943,None,,,,,,,,,,,,,,2 (jcm),001,2021_Apr_25_1132,OperationSpanTask,2021.1.2,60.05749903294543,
Bloque2.xlsx,Operation,5,( 5 - 5 ) × 3 = 4,left,Z,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,3,3,3,,,,,,,,,,,,,278.66308490000665,None,left,1,2.823634599975776,278.66308490000665,None,281.52594700001646,None,,,,,,,,,,,,,,2 (jcm),001,2021_Apr_25_1132,OperationSpanTask,2021.1.2,60.05749903294543,
Bloque2.xlsx,Operation,5,( 3 - 2 ) × 4 = 6,left,B,"['r', 'm', 't', 'z', 'b']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,4,4,4,,,,,,,,,,,,,282.81645189999836,None,left,1,2.003112100006547,282.81645189999836,None,284.8775102000218,None,,,,,,,,,,,,,,2 (jcm),001,2021_Apr_25_1132,OperationSpanTask,2021.1.2,60.05749903294543,
Bloque2.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,285.87124210002366,None,"['r', 'm', 't', 'z', 'b']",1,"[1.306265999970492, 2.1207438999554142, 2.786867299990263, 3.554794999945443, 4.210528799972963]",285.87124210002366,None,space,4.310554799973033,286.3547722999938,None,,,2 (jcm),001,2021_Apr_25_1132,OperationSpanTask,2021.1.2,60.05749903294543,
Bloque3.xlsx,Operation,5,( 5 + 5 ) × 2 = 21,left,N,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,0,0,0,,,,,,,,,,,,,292.58541990001686,None,left,1,1.6421565000200644,292.58541990001686,None,294.2865047000232,None,,,,,,,,,,,,290.70816919999197,None,2 (jcm),001,2021_Apr_25_1132,OperationSpanTask,2021.1.2,60.05749903294543,
Bloque3.xlsx,Operation,5,( 4 - 3 ) × 1 = 1,right,G,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,1,1,1,,,,,,,,,,,,,295.58243579999544,None,right,1,2.9113922999822535,295.58243579999544,None,298.544690300012,None,,,,,,,,,,,,,,2 (jcm),001,2021_Apr_25_1132,OperationSpanTask,2021.1.2,60.05749903294543,
Bloque3.xlsx,Operation,5,( 3 - 2 ) × 5 = 5,right,V,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,2,2,2,,,,,,,,,,,,,299.8359706000192,None,right,1,3.0286837000166997,299.8359706000192,None,302.9035867000348,None,,,,,,,,,,,,,,2 (jcm),001,2021_Apr_25_1132,OperationSpanTask,2021.1.2,60.05749903294543,
Bloque3.xlsx,Operation,5,( 3 + 8 ) × 2 = 17,left,X,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,3,3,3,,,,,,,,,,,,,304.20829500001855,None,left,1,1.7743371999822557,304.20829500001855,None,306.0344584999839,None,,,,,,,,,,,,,,2 (jcm),001,2021_Apr_25_1132,OperationSpanTask,2021.1.2,60.05749903294543,
Bloque3.xlsx,Operation,5,( 5 - 5 ) × 1 = 0,right,S,"['n', 'g', 'v', 'x', 's']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,4,4,4,,,,,,,,,,,,,307.32813310000347,None,right,1,3.9411069999914616,307.32813310000347,None,311.30929220002145,None,,,,,,,,,,,,,,2 (jcm),001,2021_Apr_25_1132,OperationSpanTask,2021.1.2,60.05749903294543,
Bloque3.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,312.3091766000143,None,"['n', 'g', 'v', 'x', 'c']",0,"[1.4933552999864332, 2.0682501000119373, 2.524517600017134, 4.604322500003036, 5.259756100014783]",312.3091766000143,None,space,5.5821730000316165,312.7975090999971,None,,,2 (jcm),001,2021_Apr_25_1132,OperationSpanTask,2021.1.2,60.05749903294543,
Bloque1.xlsx,Operation,6,( 5 + 4 ) × 5 = 45,right,J,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,320.30887820001226,None,right,1,2.520102999988012,320.30887820001226,None,322.85585829999764,None,,,,,,,,,,,,318.463026500016,None,2 (jcm),001,2021_Apr_25_1132,OperationSpanTask,2021.1.2,60.05749903294543,
Bloque1.xlsx,Operation,6,( 3 - 3 ) × 2 = 0,right,P,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,324.1632571000373,None,right,1,3.2104755000327714,324.1632571000373,None,327.42029660003027,None,,,,,,,,,,,,,,2 (jcm),001,2021_Apr_25_1132,OperationSpanTask,2021.1.2,60.05749903294543,
Bloque1.xlsx,Operation,6,( 4 - 3 ) × 3 = 3,right,K,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,328.71838690002915,None,right,1,2.307244100025855,328.71838690002915,None,331.07444810000015,None,,,,,,,,,,,,,,2 (jcm),001,2021_Apr_25_1132,OperationSpanTask,2021.1.2,60.05749903294543,
Bloque1.xlsx,Operation,6,( 3 + 7 ) × 5 = 50,right,L,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,,,,,332.35524609999266,None,right,1,1.4506319999927655,332.35524609999266,None,333.86016530002235,None,,,,,,,,,,,,,,2 (jcm),001,2021_Apr_25_1132,OperationSpanTask,2021.1.2,60.05749903294543,
Bloque1.xlsx,Operation,6,( 4 + 7 ) × 3 = 30,left,T,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,4,,,,,335.1595998000121,None,left,1,2.0251360000111163,335.1595998000121,None,337.2141230000416,None,,,,,,,,,,,,,,2 (jcm),001,2021_Apr_25_1132,OperationSpanTask,2021.1.2,60.05749903294543,
Bloque1.xlsx,Operation,6,( 5 - 4 ) × 4 = 4,right,D,"['j', 'p', 'k', 'l', 't', 'd']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,5,,,,,338.5302692000405,None,right,1,3.7464786999626085,338.5302692000405,None,342.3197325000074,None,,,,,,,,,,,,,,2 (jcm),001,2021_Apr_25_1132,OperationSpanTask,2021.1.2,60.05749903294543,
Bloque1.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,343.33173949999036,None,"['j', 'p', 'k', 'l', 't', 'p']",0,"[1.2341334000229836, 1.6961347000324167, 2.2480174000374973, 3.0222111000330187, 4.394823000009637, 6.231237600033637]",343.33173949999036,None,space,8.585694299952593,343.8191390000284,None,,,2 (jcm),001,2021_Apr_25_1132,OperationSpanTask,2021.1.2,60.05749903294543,
Bloque2.xlsx,Operation,6,( 3 + 3 ) × 3 = 15,left,C,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,,,,,354.31265460001305,None,left,1,2.654742199985776,354.31265460001305,None,357.0206835999852,None,,,,,,,,,,,,352.44612790003885,None,2 (jcm),001,2021_Apr_25_1132,OperationSpanTask,2021.1.2,60.05749903294543,
Bloque2.xlsx,Operation,6,( 3 + 9 ) × 4 = 48,right,M,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,1,1,1,,,,,358.3198387000011,None,right,1,1.6164198000333272,358.3198387000011,None,359.9825864000013,None,,,,,,,,,,,,,,2 (jcm),001,2021_Apr_25_1132,OperationSpanTask,2021.1.2,60.05749903294543,
Bloque2.xlsx,Operation,6,( 3 - 3 ) × 5 = 1,left,B,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,2,2,2,,,,,361.287023700017,None,left,1,2.941638999967836,361.287023700017,None,364.26973810000345,None,,,,,,,,,,,,,,2 (jcm),001,2021_Apr_25_1132,OperationSpanTask,2021.1.2,60.05749903294543,
Bloque2.xlsx,Operation,6,( 4 - 3 ) × 3 = 6,left,R,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,3,3,3,,,,,365.59428520000074,None,left,1,3.609786100045312,365.59428520000074,None,369.2627977000084,None,,,,,,,,,,,,,,2 (jcm),001,2021_Apr_25_1132,OperationSpanTask,2021.1.2,60.05749903294543,
Bloque2.xlsx,Operation,6,( 3 + 4 ) × 2 = 14,right,Q,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,4,4,4,,,,,370.5415684999898,None,right,1,1.8212483000243083,370.5415684999898,None,372.38963290001266,None,,,,,,,,,,,,,,2 (jcm),001,2021_Apr_25_1132,OperationSpanTask,2021.1.2,60.05749903294543,
Bloque2.xlsx,Operation,6,( 4 + 3 ) × 4 = 28,right,S,"['c', 'm', 'b', 'r', 'q', 's']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,5,5,5,,,,,373.7201078000362,None,right,1,3.157626000000164,373.7201078000362,None,376.9111208000104,None,,,,,,,,,,,,,,2 (jcm),001,2021_Apr_25_1132,OperationSpanTask,2021.1.2,60.05749903294543,
Bloque2.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,377.918020000041,None,"['c', 'm', 'b', 'r', 'q', 's']",1,"[1.760132400027942, 2.346880200027954, 3.0804169000475667, 3.8651873000198975, 4.912421300017741, 5.412419600004796]",377.918020000041,None,space,5.4547670999891125,378.4023489000392,None,,,2 (jcm),001,2021_Apr_25_1132,OperationSpanTask,2021.1.2,60.05749903294543,
Bloque3.xlsx,Operation,6,( 5 - 4 ) × 1 = 5,left,F,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,0,0,0,,,,,385.76413279998815,None,left,1,2.6672900999546982,385.76413279998815,None,388.4731588999857,None,,,,,,,,,,,,383.8768735000049,None,2 (jcm),001,2021_Apr_25_1132,OperationSpanTask,2021.1.2,60.05749903294543,
Bloque3.xlsx,Operation,6,( 3 + 4 ) × 4 = 23,left,V,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,1,1,1,,,,,389.76840330002597,None,left,1,1.8386601000092924,389.76840330002597,None,391.6574941999861,None,,,,,,,,,,,,,,2 (jcm),001,2021_Apr_25_1132,OperationSpanTask,2021.1.2,60.05749903294543,
Bloque3.xlsx,Operation,6,( 1 + 1 ) × 3 = 4,left,Z,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,2,2,2,,,,,392.9512718000333,None,left,1,2.3616660000407137,392.9512718000333,None,395.3476368000265,None,,,,,,,,,,,,,,2 (jcm),001,2021_Apr_25_1132,OperationSpanTask,2021.1.2,60.05749903294543,
Bloque3.xlsx,Operation,6,( 9 - 4 ) × 2 = 10,right,N,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,3,3,3,,,,,396.6418781999964,None,right,1,1.6999695000122301,396.6418781999964,None,398.39234950003447,None,,,,,,,,,,,,,,2 (jcm),001,2021_Apr_25_1132,OperationSpanTask,2021.1.2,60.05749903294543,
Bloque3.xlsx,Operation,6,( 3 + 5 ) × 1 = 3,left,P,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,4,4,4,,,,,399.71412720001535,None,left,1,4.362647700007074,399.71412720001535,None,404.1305921000312,None,,,,,,,,,,,,,,2 (jcm),001,2021_Apr_25_1132,OperationSpanTask,2021.1.2,60.05749903294543,
Bloque3.xlsx,Operation,6,( 5 + 3 ) × 3 = 24,right,X,"['f', 'v', 'z', 'n', 'p', 'x']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,5,5,5,,,,,405.4367656999966,None,right,1,4.223788700008299,405.4367656999966,None,409.7033185000182,None,,,,,,,,,,,,,,2 (jcm),001,2021_Apr_25_1132,OperationSpanTask,2021.1.2,60.05749903294543,
Bloque3.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,410.70497920003254,None,"['f', 'v', 'z', 'n', 'p', 'x']",1,"[2.0768160999868996, 2.600895399984438, 3.463698400009889, 4.270652599981986, 6.210072899993975, 7.189933700021356]",410.70497920003254,None,space,7.583302499959245,411.18002740002703,None,,,2 (jcm),001,2021_Apr_25_1132,OperationSpanTask,2021.1.2,60.05749903294543,
