selectblock,thisN,thisTrialN,thisRepN,Type,Span,Stimulus,Response,Letter,corrResp,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,letter,correct,nback_resp.keys,nback_resp.corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trialloop.thisRepN,trialloop.thisTrialN,trialloop.thisN,trialloop.thisIndex,span2.thisRepN,span2.thisTrialN,span2.thisN,span2.thisIndex,trialloop2.thisRepN,trialloop2.thisTrialN,trialloop2.thisN,trialloop2.thisIndex,span3.thisRepN,span3.thisTrialN,span3.thisN,span3.thisIndex,trialloop3.thisRepN,trialloop3.thisTrialN,trialloop3.thisN,trialloop3.thisIndex,span4.thisRepN,span4.thisTrialN,span4.thisN,span4.thisIndex,trialloop4.thisRepN,trialloop4.thisTrialN,trialloop4.thisN,trialloop4.thisIndex,span5.thisRepN,span5.thisTrialN,span5.thisN,span5.thisIndex,trialloop5.thisRepN,trialloop5.thisTrialN,trialloop5.thisN,trialloop5.thisIndex,span6.thisRepN,span6.thisTrialN,span6.thisN,span6.thisIndex,trialloop6.thisRepN,trialloop6.thisTrialN,trialloop6.thisN,trialloop6.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,instructions.started,inst_text.started,key_resp_5.started,instructions.stopped,practice_warning.started,text_6.started,practice_warning.stopped,stimulus.started,text.started,key_resp_2.started,stimulus.stopped,trialloop.key_resp_2.keys,trialloop.key_resp_2.corr,trialloop.key_resp_2.rt,trialloop.key_resp_2.duration,letter.started,text_2.started,letter.stopped,Recall.started,text_3.started,key_resp_3.started,key_resp_4.started,Recall.stopped,trials.key_resp_3.keys,trials.key_resp_3.corr,trials.key_resp_3.rt,trials.key_resp_3.duration,trials.key_resp_4.keys,trials.key_resp_4.rt,trials.key_resp_4.duration,text_6.stopped,trial_warning.started,text_5.started,trial_warning.stopped,trialloop2.key_resp_2.keys,trialloop2.key_resp_2.corr,trialloop2.key_resp_2.rt,trialloop2.key_resp_2.duration,span2.key_resp_3.keys,span2.key_resp_3.corr,span2.key_resp_3.rt,span2.key_resp_3.duration,span2.key_resp_4.keys,span2.key_resp_4.rt,span2.key_resp_4.duration,text_5.stopped,text_2.stopped,trialloop3.key_resp_2.keys,trialloop3.key_resp_2.corr,trialloop3.key_resp_2.rt,trialloop3.key_resp_2.duration,span3.key_resp_3.keys,span3.key_resp_3.corr,span3.key_resp_3.rt,span3.key_resp_3.duration,span3.key_resp_4.keys,span3.key_resp_4.rt,span3.key_resp_4.duration,trialloop4.key_resp_2.keys,trialloop4.key_resp_2.corr,trialloop4.key_resp_2.rt,trialloop4.key_resp_2.duration,span4.key_resp_3.keys,span4.key_resp_3.corr,span4.key_resp_3.rt,span4.key_resp_3.duration,span4.key_resp_4.keys,span4.key_resp_4.rt,span4.key_resp_4.duration,trialloop5.key_resp_2.keys,trialloop5.key_resp_2.corr,trialloop5.key_resp_2.rt,trialloop5.key_resp_2.duration,span5.key_resp_3.keys,span5.key_resp_3.corr,span5.key_resp_3.rt,span5.key_resp_3.duration,span5.key_resp_4.keys,span5.key_resp_4.rt,span5.key_resp_4.duration,trialloop6.key_resp_2.keys,trialloop6.key_resp_2.corr,trialloop6.key_resp_2.rt,trialloop6.key_resp_2.duration,span6.key_resp_3.keys,span6.key_resp_3.corr,span6.key_resp_3.rt,span6.key_resp_3.duration,span6.key_resp_4.keys,span6.key_resp_4.rt,span6.key_resp_4.duration,nback_instruction.started,nback_inst.started,key_resp.started,nback_instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,nback.started,nback_stim.started,nback_resp.started,nback_resp.stopped,nback_stim.stopped,nback.stopped,trials_2.nback_resp.keys,trials_2.nback_resp.corr,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Block2.xlsx,1,1,0,Operation,6,( 3 + 9 ) × 4 = 48,right,M,None,right,1,0.17957699997350574,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,1,1,1,,,,,217.60049750003964,,,,,,,,,217.58957559987903,217.88419859996065,217.88419859996065,218.06903759995475,,,,,218.07288419967517,218.0837164996192,219.07040859991685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,0.17957699997350574,None,,,,,,,,,,,,,,,,,,,,,,,8788897,001,2025-05-08_15h32.36.625,OperationSpanTask,2024.2.4,60.003768293283464,2025-05-08 15h32.45.991288 -0700,
Block2.xlsx,2,2,0,Operation,6,( 3 - 3 ) × 5 = 1,left,B,None,right,0,0.12741689989343286,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,2,2,2,,,,,219.10436989972368,,,,,,,,,219.09275319986045,219.38390620006248,219.38390620006248,219.52092529973015,,,,,219.52914909971878,219.53898149961606,220.53289879998192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0,0.12741689989343286,None,,,,,,,,,,,,,,,,,,,,,,,8788897,001,2025-05-08_15h32.36.625,OperationSpanTask,2024.2.4,60.003768293283464,2025-05-08 15h32.45.991288 -0700,
Block2.xlsx,3,3,0,Operation,6,( 4 - 3 ) × 3 = 6,left,R,None,right,0,0.042907699942588806,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,3,3,3,,,,,220.55013890005648,,,,,,,,,220.54056939994916,220.8336132997647,220.8336132997647,220.8872515000403,,,,,220.89751829998568,220.90942749986425,221.90061239991337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0,0.042907699942588806,None,,,,,,,,,,,,,,,,,,,,,,,8788897,001,2025-05-08_15h32.36.625,OperationSpanTask,2024.2.4,60.003768293283464,2025-05-08 15h32.45.991288 -0700,
Block2.xlsx,4,4,0,Operation,6,( 3 + 4 ) × 2 = 14,right,Q,None,left,0,0.062112600076943636,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,4,4,4,,,,,221.92119310004637,,,,,,,,,221.91235479991883,222.19859879976138,222.19859879976138,222.26761909993365,,,,,222.27073749992996,222.28173699975014,223.26800719974563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0,0.062112600076943636,None,,,,,,,,,,,,,,,,,,,,,,,8788897,001,2025-05-08_15h32.36.625,OperationSpanTask,2024.2.4,60.003768293283464,2025-05-08 15h32.45.991288 -0700,
Block2.xlsx,5,5,0,Operation,6,( 4 + 3 ) × 4 = 28,right,S,"['c', 'm', 'b', 'r', 'q', 's']",left,0,0.07593159982934594,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,5,5,5,,,,,223.29343809979036,,,,,,,,,223.28422969998792,223.5671421997249,223.5671421997249,223.65291949966922,,,,,223.6614838000387,223.67210449976847,224.66653439961374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0,0.07593159982934594,None,,,,,,,,,,,,,,,,,,,,,,,8788897,001,2025-05-08_15h32.36.625,OperationSpanTask,2024.2.4,60.003768293283464,2025-05-08 15h32.45.991288 -0700,
Block2.xlsx,1,1,0,,,,,,,,,,,"['s', 'd', 'f', 's', 'd', 'f', 'd', 's']",0,"[0.1413019997999072, 0.1711226999759674, 0.29106839979067445, 0.43515719985589385, None, 0.06873350031673908, 0.2517432998865843, 0.2534954003058374]","[0.12972250021994114, 0.08963119983673096, 0.3817349001765251, 0.09489750023931265, None, None, None, None]",space,0.3266687002032995,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.67568199988455,224.68628200003877,224.68628200003877,225.1655275998637,225.5032148999162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['s', 'd', 'f', 's', 'd', 'f', 'd', 's']",0,"[0.1413019997999072, 0.1711226999759674, 0.29106839979067445, 0.43515719985589385, None, 0.06873350031673908, 0.2517432998865843, 0.2534954003058374]","[0.12972250021994114, 0.08963119983673096, 0.3817349001765251, 0.09489750023931265, None, None, None, None]",space,0.3266687002032995,None,,,,,,,,,,,,,,,,8788897,001,2025-05-08_15h32.36.625,OperationSpanTask,2024.2.4,60.003768293283464,2025-05-08 15h32.45.991288 -0700,
Block3.xlsx,0,0,0,Operation,6,( 5 - 4 ) × 1 = 5,left,F,None,left,1,0.19391270028427243,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,0,0,0,,,,,228.0556964999996,,,,,,,,,228.047359299846,228.31438059965149,228.31438059965149,228.51602649968117,,,,,228.52096530003473,228.53102739993483,229.51519489986822,,,,,,,,,,,,,,225.5041118999943,225.51710419962183,228.01419409969822,,,,,,,,,,,,,229.53242639964446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,0.19391270028427243,None,,,,,,,,,,,,,,,,,,,,,,,8788897,001,2025-05-08_15h32.36.625,OperationSpanTask,2024.2.4,60.003768293283464,2025-05-08 15h32.45.991288 -0700,
Block3.xlsx,1,1,0,Operation,6,( 3 + 4 ) × 4 = 23,left,V,None,right,0,0.0242252997122705,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,1,1,1,,,,,229.53242639964446,,,,,,,,,229.52425569994375,229.83023729966953,229.83023729966953,229.86571799963713,,,,,229.87185309967026,229.88146669976413,230.88050619978458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0,0.0242252997122705,None,,,,,,,,,,,,,,,,,,,,,,,8788897,001,2025-05-08_15h32.36.625,OperationSpanTask,2024.2.4,60.003768293283464,2025-05-08 15h32.45.991288 -0700,
Block3.xlsx,2,2,0,Operation,6,( 1 + 1 ) × 3 = 4,left,Z,None,right,0,0.1275141998194158,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,2,2,2,,,,,230.8981846999377,,,,,,,,,230.88917019963264,231.17965209996328,231.17965209996328,231.31478039966896,,,,,231.3182699000463,231.32981669995934,232.31425689999014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.3308912999928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0,0.1275141998194158,None,,,,,,,,,,,,,,,,,,,,,,,8788897,001,2025-05-08_15h32.36.625,OperationSpanTask,2024.2.4,60.003768293283464,2025-05-08 15h32.45.991288 -0700,
Block3.xlsx,3,3,0,Operation,6,( 9 - 4 ) × 2 = 10,right,N,None,left,0,0.11200780002400279,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,3,3,3,,,,,232.3308912999928,,,,,,,,,232.3218324999325,232.62933109980077,232.62933109980077,232.7479939996265,,,,,232.75223660003394,232.76343679986894,233.7623910997063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0,0.11200780002400279,None,,,,,,,,,,,,,,,,,,,,,,,8788897,001,2025-05-08_15h32.36.625,OperationSpanTask,2024.2.4,60.003768293283464,2025-05-08 15h32.45.991288 -0700,
Block3.xlsx,4,4,0,Operation,6,( 3 + 5 ) × 1 = 3,left,P,None,right,0,0.25707869976758957,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,4,4,4,,,,,233.77892829990014,,,,,,,,,233.7666533999145,234.06208069995046,234.06208069995046,234.33032209984958,,,,,234.33264649985358,234.34560249978676,235.3316521998495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0,0.25707869976758957,None,,,,,,,,,,,,,,,,,,,,,,,8788897,001,2025-05-08_15h32.36.625,OperationSpanTask,2024.2.4,60.003768293283464,2025-05-08 15h32.45.991288 -0700,
Block3.xlsx,5,5,0,Operation,6,( 5 + 3 ) × 3 = 24,right,X,"['f', 'v', 'z', 'n', 'p', 'x']",right,1,0.20442499965429306,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,5,5,5,,,,,235.3616757998243,,,,,,,,,235.3525322000496,235.6311102998443,235.6311102998443,235.84951349999756,,,,,235.85797709971666,235.86766329966486,236.8625631998293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,0.20442499965429306,None,,,,,,,,,,,,,,,,,,,,,,,8788897,001,2025-05-08_15h32.36.625,OperationSpanTask,2024.2.4,60.003768293283464,2025-05-08 15h32.45.991288 -0700,
Block3.xlsx,2,2,0,,,,,,,,,,,"['d', 's', 'd', 's']",0,"[0.06443500006571412, 0.07749109994620085, 0.3667779001407325, 0.3683036998845637]","[0.11397500010207295, 0.11399749992415309, 0.0843108999542892, 0.13111149985343218]",space,0.06647449964657426,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.86627659993246,236.87881879974157,236.87881879974157,237.36238850001246,237.43120179977268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['d', 's', 'd', 's']",0,"[0.06443500006571412, 0.07749109994620085, 0.3667779001407325, 0.3683036998845637]","[0.11397500010207295, 0.11399749992415309, 0.0843108999542892, 0.13111149985343218]",space,0.06647449964657426,None,,,,,,,,,,,,,,,,8788897,001,2025-05-08_15h32.36.625,OperationSpanTask,2024.2.4,60.003768293283464,2025-05-08 15h32.45.991288 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.43152439966798,237.44532559998333,237.9470090996474,242.16487629991025,space,4.2052782997488976,None,,,,,,,,,8788897,001,2025-05-08_15h32.36.625,OperationSpanTask,2024.2.4,60.003768293283464,2025-05-08 15h32.45.991288 -0700,
,0,0,0,,,,,,,,,,,,,,,,,,M,None,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,242.27631119964644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.26798329968005,243.67866919981316,243.67866919981316,244.17857019975781,244.683181299828,244.66239049984142,None,1,8788897,001,2025-05-08_15h32.36.625,OperationSpanTask,2024.2.4,60.003768293283464,2025-05-08 15h32.45.991288 -0700,
,1,1,0,,,,,,,,,,,,,,,,,,O,None,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,244.683181299828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.67646689992398,246.17899389984086,246.17899389984086,246.69417729973793,,247.1776850996539,None,1,8788897,001,2025-05-08_15h32.36.625,OperationSpanTask,2024.2.4,60.003768293283464,2025-05-08 15h32.45.991288 -0700,
,2,2,0,,,,,,,,,,,,,,,,,,X,None,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,247.19798749964684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.19089469965547,248.6762035996653,248.6762035996653,249.17564129969105,249.68359449971467,249.66146069997922,None,1,8788897,001,2025-05-08_15h32.36.625,OperationSpanTask,2024.2.4,60.003768293283464,2025-05-08 15h32.45.991288 -0700,
,3,3,0,,,,,,,,,,,,,,,,,,P,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,249.68359449971467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.67640129989013,251.17583329975605,251.17583329975605,251.6759410998784,,,,,,,,,,,,
