thisN,thisTrialN,thisRepN,letter,correct,key_resp.keys,key_resp.rt,key_resp.duration,nback_resp.keys,nback_resp.corr,selectblock,Type,Span,Stimulus,Response,Letter,corrResp,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,sound_loop.thisRepN,sound_loop.thisTrialN,sound_loop.thisN,sound_loop.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trialloop.thisRepN,trialloop.thisTrialN,trialloop.thisN,trialloop.thisIndex,span2.thisRepN,span2.thisTrialN,span2.thisN,span2.thisIndex,trialloop2.thisRepN,trialloop2.thisTrialN,trialloop2.thisN,trialloop2.thisIndex,span3.thisRepN,span3.thisTrialN,span3.thisN,span3.thisIndex,trialloop3.thisRepN,trialloop3.thisTrialN,trialloop3.thisN,trialloop3.thisIndex,span4.thisRepN,span4.thisTrialN,span4.thisN,span4.thisIndex,trialloop4.thisRepN,trialloop4.thisTrialN,trialloop4.thisN,trialloop4.thisIndex,span5.thisRepN,span5.thisTrialN,span5.thisN,span5.thisIndex,trialloop5.thisRepN,trialloop5.thisTrialN,trialloop5.thisN,trialloop5.thisIndex,span6.thisRepN,span6.thisTrialN,span6.thisN,span6.thisIndex,trialloop6.thisRepN,trialloop6.thisTrialN,trialloop6.thisN,trialloop6.thisIndex,thisRow.t,notes,start_sound.started,start_sound.stopped,nback_instruction.started,nback_inst.started,key_resp.started,nback_instruction.stopped,sound_loop.key_resp.keys,sound_loop.key_resp.rt,sound_loop.key_resp.duration,nback.started,nback_stim.started,nback_resp.started,nback_resp.stopped,nback_stim.stopped,nback.stopped,trials_3.nback_resp.keys,trials_3.nback_resp.corr,instructions.started,inst_text.started,key_resp_5.started,instructions.stopped,practice_warning.started,text_6.started,practice_warning.stopped,stimulus.started,text.started,key_resp_2.started,stimulus.stopped,trialloop.key_resp_2.keys,trialloop.key_resp_2.corr,trialloop.key_resp_2.rt,trialloop.key_resp_2.duration,ospan_stim.started,text_2.started,text_2.stopped,ospan_stim.stopped,Recall.started,text_3.started,key_resp_3.started,key_resp_4.started,Recall.stopped,trials.key_resp_3.keys,trials.key_resp_3.corr,trials.key_resp_3.rt,trials.key_resp_3.duration,trials.key_resp_4.keys,trials.key_resp_4.rt,trials.key_resp_4.duration,text_6.stopped,trial_warning.started,text_5.started,text_5.stopped,trial_warning.stopped,trialloop2.key_resp_2.keys,trialloop2.key_resp_2.corr,trialloop2.key_resp_2.rt,trialloop2.key_resp_2.duration,span2.key_resp_3.keys,span2.key_resp_3.corr,span2.key_resp_3.rt,span2.key_resp_3.duration,span2.key_resp_4.keys,span2.key_resp_4.rt,span2.key_resp_4.duration,trialloop3.key_resp_2.keys,trialloop3.key_resp_2.corr,trialloop3.key_resp_2.rt,trialloop3.key_resp_2.duration,span3.key_resp_3.keys,span3.key_resp_3.corr,span3.key_resp_3.rt,span3.key_resp_3.duration,span3.key_resp_4.keys,span3.key_resp_4.rt,span3.key_resp_4.duration,trialloop4.key_resp_2.keys,trialloop4.key_resp_2.corr,trialloop4.key_resp_2.rt,trialloop4.key_resp_2.duration,span4.key_resp_3.keys,span4.key_resp_3.corr,span4.key_resp_3.rt,span4.key_resp_3.duration,span4.key_resp_4.keys,span4.key_resp_4.rt,span4.key_resp_4.duration,trialloop5.key_resp_2.keys,trialloop5.key_resp_2.corr,trialloop5.key_resp_2.rt,trialloop5.key_resp_2.duration,span5.key_resp_3.keys,span5.key_resp_3.corr,span5.key_resp_3.rt,span5.key_resp_3.duration,span5.key_resp_4.keys,span5.key_resp_4.rt,span5.key_resp_4.duration,trialloop6.key_resp_2.keys,trialloop6.key_resp_2.corr,trialloop6.key_resp_2.rt,trialloop6.key_resp_2.duration,span6.key_resp_3.keys,span6.key_resp_3.corr,span6.key_resp_3.rt,span6.key_resp_3.duration,span6.key_resp_4.keys,span6.key_resp_4.rt,span6.key_resp_4.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
20,20,0,Y,space,space,0.4117046240135096,None,None,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.53568912498304,,,,,,,,,,,51.53371774998959,53.03763816697756,53.03763816697756,53.537076624983456,54.03929687498021,54.03524024999933,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_14h05.00.926,OperationSpanTask,2024.2.4,60,2025-05-10 14h05.04.176990 -0700,
21,21,0,F,None,space,0.4117046240135096,None,None,1,,,,,,,,,,,,,,,,,,,0,0,0,0,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.03929687498021,,,,,,,,,,,54.03785887500271,55.54713354198611,55.54713354198611,56.0339960839774,56.53557974999421,56.532446750003146,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_14h05.00.926,OperationSpanTask,2024.2.4,60,2025-05-10 14h05.04.176990 -0700,
22,22,0,R,space,space,0.4117046240135096,None,None,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.53557974999421,,,,,,,,,,,56.533750041999156,58.047159666981315,58.047159666981315,58.53772391699022,59.03566441699513,59.032371416979004,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_14h05.00.926,OperationSpanTask,2024.2.4,60,2025-05-10 14h05.04.176990 -0700,
23,23,0,A,None,space,0.4117046240135096,None,None,1,,,,,,,,,,,,,,,,,,,0,0,0,0,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.03566441699513,,,,,,,,,,,59.033684624999296,60.54719899999327,60.54719899999327,61.039754833996994,61.53564020898193,61.53247224999359,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_14h05.00.926,OperationSpanTask,2024.2.4,60,2025-05-10 14h05.04.176990 -0700,
24,24,0,K,None,space,0.4117046240135096,None,None,1,,,,,,,,,,,,,,,,,,,0,0,0,0,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.53564020898193,,,,,,,,,,,61.53378075000364,63.04845654199016,63.04845654199016,63.54714858398074,64.03984941699309,64.03632841698709,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_14h05.00.926,OperationSpanTask,2024.2.4,60,2025-05-10 14h05.04.176990 -0700,
25,25,0,F,None,space,0.4117046240135096,None,None,1,,,,,,,,,,,,,,,,,,,0,0,0,0,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.03984941699309,,,,,,,,,,,64.03786654199939,65.54720570897916,65.54720570897916,66.04725375000271,66.53574125000159,66.53245987498667,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_14h05.00.926,OperationSpanTask,2024.2.4,60,2025-05-10 14h05.04.176990 -0700,
26,26,0,B,None,space,0.4117046240135096,None,None,1,,,,,,,,,,,,,,,,,,,0,0,0,0,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.53574125000159,,,,,,,,,,,66.53375687499647,68.04725429200334,68.04725429200334,68.53754470899003,69.03959945897805,69.03622941698995,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_14h05.00.926,OperationSpanTask,2024.2.4,60,2025-05-10 14h05.04.176990 -0700,
27,27,0,K,space,space,0.4117046240135096,None,None,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.03959945897805,,,,,,,,,,,69.03760216699447,70.53583533398341,70.53583533398341,71.03405691697844,71.53057979198638,71.52368958399165,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_14h05.00.926,OperationSpanTask,2024.2.4,60,2025-05-10 14h05.04.176990 -0700,
28,28,0,A,None,space,0.4117046240135096,None,None,1,,,,,,,,,,,,,,,,,,,0,0,0,0,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.53057979198638,,,,,,,,,,,71.52510749999783,73.04011258398532,73.04011258398532,73.53409445899888,74.03672945898143,74.03235408398905,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_14h05.00.926,OperationSpanTask,2024.2.4,60,2025-05-10 14h05.04.176990 -0700,
0,0,0,,,space,0.4117046240135096,None,,,Block1.xlsx,Operation,Example,( 3 - 1 ) × 2 = 4,right,D,None,left,0,0.19360337499529123,None,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.11917175000417,,,,,,,,,,,,,,,,,,,74.03470379198552,74.04720375000034,75.04865508398507,75.09959299999173,75.10450554199633,75.11328687498462,77.10189670897671,77.11752012500074,77.39716924997629,77.39716924997629,77.599678958999,left,0,0.19360337499529123,None,77.60193783399882,77.60557487499318,78.6053666669759,78.59910687498632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_14h05.00.926,OperationSpanTask,2024.2.4,60,2025-05-10 14h05.04.176990 -0700,
1,1,0,,,space,0.4117046240135096,None,,,Block1.xlsx,Operation,Example,( 3 + 6 ) × 2 = 16,left,T,"['d', 't']",left,1,0.04320433299290016,None,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.6053666669759,,,,,,,,,,,,,,,,,,,,,,,,,,78.60269508400233,78.89007162497728,78.89007162497728,78.93650783397607,left,1,0.04320433299290016,None,78.93829237497994,78.9472844999982,79.93661729199812,79.93254116698517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_14h05.00.926,OperationSpanTask,2024.2.4,60,2025-05-10 14h05.04.176990 -0700,
0,0,0,,,space,0.4117046240135096,None,,,Block1.xlsx,,,,,,,,,,,"['j', 'h', 'j']",0,"[1.804689665994374, 2.266353082988644, 2.378468957991572]","[0.13965041699702851, 0.2200812500086613, 0.1282387909886893]",space,2.5468795409833547,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.93391712498851,79.93661729199812,79.93661729199812,80.4382414589927,82.98648449999746,"['j', 'h', 'j']",0,"[1.804689665994374, 2.266353082988644, 2.378468957991572]","[0.13965041699702851, 0.2200812500086613, 0.1282387909886893]",space,2.5468795409833547,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_14h05.00.926,OperationSpanTask,2024.2.4,60,2025-05-10 14h05.04.176990 -0700,
0,0,0,,,space,0.4117046240135096,None,,,Block2.xlsx,Operation,Example,( 5 - 2 ) × 2 = 3,left,R,None,right,0,0.17463399999542162,None,,,,,,,,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.99595987499924,,,,,,,,,,,,,,,,,,,,,,,82.98668124998221,82.9972013339866,84.98240700000315,84.99430820898851,85.28472279198468,85.28472279198468,85.46620841699769,right,0,0.17463399999542162,None,85.46749841698329,85.47082783398218,86.46983362498577,86.46572870897944,,,,,,,,,,,,,84.99595987499924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_14h05.00.926,OperationSpanTask,2024.2.4,60,2025-05-10 14h05.04.176990 -0700,
1,1,0,,,space,0.4117046240135096,None,,,Block2.xlsx,Operation,Example,( 4 + 1 ) × 1 = 5,right,V,"['r', 'v']",right,1,0.07259658302064054,None,,,,,,,,0,0,0,0,,,,,0,1,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.46983362498577,,,,,,,,,,,,,,,,,,,,,,,,,,86.46781033399748,86.76400579197798,86.76400579197798,86.83800629200414,right,1,0.07259658302064054,None,86.84018825000385,86.84346904198173,87.8359157499799,87.83232354198117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_14h05.00.926,OperationSpanTask,2024.2.4,60,2025-05-10 14h05.04.176990 -0700,
1,1,0,,,space,0.4117046240135096,None,,,Block2.xlsx,,,,,,,,,,,"['b', 'j', 'b', 'k', 'j']",0,"[1.3173757499898784, 1.425855000008596, 1.5687869169923943, 1.5930029170121998, 1.6127733750035986]","[0.096492250013398, 0.09165141699486412, 0.04398645801120438, 0.12392408298910595, 0.08040558299398981]",space,2.305747958016582,None,0,0,0,0,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.83377050000126,87.8359157499799,87.8359157499799,88.33466520899674,90.6495678339852,"['b', 'j', 'b', 'k', 'j']",0,"[1.3173757499898784, 1.425855000008596, 1.5687869169923943, 1.5930029170121998, 1.6127733750035986]","[0.096492250013398, 0.09165141699486412, 0.04398645801120438, 0.12392408298910595, 0.08040558299398981]",space,2.305747958016582,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_14h05.00.926,OperationSpanTask,2024.2.4,60,2025-05-10 14h05.04.176990 -0700,
0,0,0,,,space,0.4117046240135096,None,,,Block1.xlsx,Operation,2,( 4 - 1 ) × 1 = 6,left,S,None,left,1,0.0986524160252884,None,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.16071674998966,,,,,,,,,,,,,,,,,,,,,,,,,,93.15866241700132,93.44890074999421,93.44890074999421,93.55276858399156,,,,,93.55438358397805,93.56398649999755,94.55325858399738,94.54915108397836,,,,,,,,,,,,,,90.65412833399023,90.65891374999774,93.16071674998966,93.14912316697882,left,1,0.0986524160252884,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_14h05.00.926,OperationSpanTask,2024.2.4,60,2025-05-10 14h05.04.176990 -0700,
1,1,0,,,space,0.4117046240135096,None,,,Block1.xlsx,Operation,2,( 3 + 1 ) × 3 = 12,right,B,"['s', 'b']",left,0,0.12820737401489168,None,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.55325858399738,,,,,,,,,,,,,,,,,,,,,,,,,,94.55126675000065,94.84726962499553,94.84726962499553,94.9829079999763,,,,,94.98431295898627,94.98801537498366,95.98054562500329,95.97359504198539,,,,,,,,,,,,,,,,,,left,0,0.12820737401489168,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_14h05.00.926,OperationSpanTask,2024.2.4,60,2025-05-10 14h05.04.176990 -0700,
0,0,0,,,space,0.4117046240135096,None,,,Block1.xlsx,,,,,,,,,,,"['c', 'v', 'b', 'n', 'k']",0,"[1.1958570829883683, 1.2835043740051333, 1.351634082995588, 1.4076859159977175, 1.4908492490067147]","[0.07561437500407919, 0.06398666699533351, 0.04420866601867601, 0.03216766699915752, 0.02790749998530373]",space,1.6689873329887632,None,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.97504499999923,95.98054562500329,95.98054562500329,96.4820627500012,98.15308683397598,,,,,,,,,,,,,,,,,"['c', 'v', 'b', 'n', 'k']",0,"[1.1958570829883683, 1.2835043740051333, 1.351634082995588, 1.4076859159977175, 1.4908492490067147]","[0.07561437500407919, 0.06398666699533351, 0.04420866601867601, 0.03216766699915752, 0.02790749998530373]",space,1.6689873329887632,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_14h05.00.926,OperationSpanTask,2024.2.4,60,2025-05-10 14h05.04.176990 -0700,
0,0,0,,,space,0.4117046240135096,None,,,Block2.xlsx,Operation,2,( 4 - 2 ) × 2 = 6,left,T,None,left,1,0.1528425000142306,None,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.66194795898627,,,,,,,,,,,,,,,,,,,,,,,,,,100.65978504199302,100.95091504199081,100.95091504199081,101.11639362497954,,,,,101.11764366697753,101.1212729169929,102.11361645898432,102.10798037500354,,,,,,,,,,,,,,98.15327791697928,98.16381158400327,100.66194795898627,100.64948474999983,left,1,0.1528425000142306,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_14h05.00.926,OperationSpanTask,2024.2.4,60,2025-05-10 14h05.04.176990 -0700,
1,1,0,,,space,0.4117046240135096,None,,,Block2.xlsx,Operation,2,( 4 - 1 ) × 4 = 12,right,N,"['t', 'n']",left,0,0.14474287498160265,None,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,1,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.11361645898432,,,,,,,,,,,,,,,,,,,,,,,,,,102.11029958399013,102.41392604197608,102.41392604197608,102.56971549999435,,,,,102.57119066698942,102.5749641250004,103.56944799999474,103.56591304199537,,,,,,,,,,,,,,,,,,left,0,0.14474287498160265,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_14h05.00.926,OperationSpanTask,2024.2.4,60,2025-05-10 14h05.04.176990 -0700,
1,1,0,,,space,0.4117046240135096,None,,,Block2.xlsx,,,,,,,,,,,"['x', 'c', 'v', 'b', 'j', 'k']",0,"[1.0359808749926742, 1.1161219579807948, 1.171990500006359, 1.2160530829860363, 1.2918263750034384, 1.3359727079805452]","[0.08014108298812062, 0.05193379201227799, 0.03617712497361936, 0.03584450000198558, 0.044146332977106795, 0.051875459001166746]",space,2.0351541669806466,None,0,0,0,0,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.56744454198633,103.56944799999474,103.56944799999474,104.0638378339936,106.09960074999253,,,,,,,,,,,,,,,,,"['x', 'c', 'v', 'b', 'j', 'k']",0,"[1.0359808749926742, 1.1161219579807948, 1.171990500006359, 1.2160530829860363, 1.2918263750034384, 1.3359727079805452]","[0.08014108298812062, 0.05193379201227799, 0.03617712497361936, 0.03584450000198558, 0.044146332977106795, 0.051875459001166746]",space,2.0351541669806466,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_14h05.00.926,OperationSpanTask,2024.2.4,60,2025-05-10 14h05.04.176990 -0700,
0,0,0,,,space,0.4117046240135096,None,,,Block3.xlsx,Operation,2,( 3 + 6 ) × 4 = 36,right,P,None,right,1,0.07289549999404699,None,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.60021862498252,,,,,,,,,,,,,,,,,,,,,,,,,,108.59662129200296,108.89717995899264,108.89717995899264,108.97194454199052,,,,,108.97358020898537,108.98067824999453,109.96982487497735,109.96581145899836,,,,,,,,,,,,,,106.09979774997919,106.10160183400149,108.60021862498252,108.58660924999276,right,1,0.07289549999404699,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_14h05.00.926,OperationSpanTask,2024.2.4,60,2025-05-10 14h05.04.176990 -0700,
1,1,0,,,space,0.4117046240135096,None,,,Block3.xlsx,Operation,2,( 5 - 1 ) × 1 = 6,left,R,"['p', 'r']",right,0,0.07844391698017716,None,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,2,2,2,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.96982487497735,,,,,,,,,,,,,,,,,,,,,,,,,,109.96795112499967,110.26766404198133,110.26766404198133,110.34962416699273,,,,,110.35104441698059,110.35324450000189,111.35265504199197,111.34913737498573,,,,,,,,,,,,,,,,,,right,0,0.07844391698017716,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_14h05.00.926,OperationSpanTask,2024.2.4,60,2025-05-10 14h05.04.176990 -0700,
2,2,0,,,space,0.4117046240135096,None,,,Block3.xlsx,,,,,,,,,,,"['g', 'h', 'j', 'k']",0,"[2.4458489999815356, 2.4896611250005662, 2.546044541988522, 2.60571775000426]","[0.032128874998306856, 0.05211424999288283, 0.06384704099036753, 0.14024816697929054]",space,2.896362582978327,None,0,0,0,0,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.35063179198187,111.35265504199197,111.35265504199197,111.84720049999305,114.74967987497803,,,,,,,,,,,,,,,,,"['g', 'h', 'j', 'k']",0,"[2.4458489999815356, 2.4896611250005662, 2.546044541988522, 2.60571775000426]","[0.032128874998306856, 0.05211424999288283, 0.06384704099036753, 0.14024816697929054]",space,2.896362582978327,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_14h05.00.926,OperationSpanTask,2024.2.4,60,2025-05-10 14h05.04.176990 -0700,
0,0,0,,,space,0.4117046240135096,None,,,Block1.xlsx,Operation,3,( 4 + 2 ) × 2 = 8,left,C,None,right,0,0.049456207983894274,None,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,117.26208133398904,,,,,,,,,,,,,,,,,,,,,,,,,,117.25958124999306,117.54727275000187,117.54727275000187,117.59953754200251,,,,,117.67605054198066,117.67930437499308,,118.60262808398693,,,,,,,,,,,,,,114.75426058398443,114.75840220900136,117.26208133398904,117.24916620898875,,,,,,,,,,,,right,0,0.049456207983894274,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_14h05.00.926,OperationSpanTask,2024.2.4,60,2025-05-10 14h05.04.176990 -0700,
1,1,0,,,space,0.4117046240135096,None,,,Block1.xlsx,Operation,3,( 3 - 1 ) × 3 = 5,left,L,None,right,0,1.9484383749950211,None,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,118.61384333399474,,,,,,,,,,,,,,,,,,,,,,,,,,118.6048367919866,118.89001837497926,118.89001837497926,120.84970241697738,,,,,120.85098620899953,120.85463924999931,,121.85418166700401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0,1.9484383749950211,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_14h05.00.926,OperationSpanTask,2024.2.4,60,2025-05-10 14h05.04.176990 -0700,
2,2,0,,,space,0.4117046240135096,None,,,Block1.xlsx,Operation,3,( 5 - 1 ) × 5 = 20,right,G,"['c', 'l', 'g']",right,1,0.10792662500170991,None,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,121.85904204199323,,,,,,,,,,,,,,,,,,,,,,,,,,121.8575826669985,122.14892949999194,122.14892949999194,122.26650591698126,,,,,122.26888341698213,122.27201637497637,,123.26991408399772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,0.10792662500170991,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_14h05.00.926,OperationSpanTask,2024.2.4,60,2025-05-10 14h05.04.176990 -0700,
0,0,0,,,space,0.4117046240135096,None,,,Block1.xlsx,,,,,,,,,,,"['d', 'f', 'g', 'h', 'j', 'k']",0,"[0.7626164579996839, 0.8743435829819646, 0.9467039999726694, 1.010540207993472, 1.062520624982426, 1.130741291999584]","[0.11612866699579172, 0.07998949999455363, 0.06383620802080259, 0.05973508398164995, 0.07179970800643787, 0.07167924998793751]",space,1.3546144169813488,None,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.27164270897629,123.27372279198607,123.27372279198607,123.76383224999881,125.11990995900123,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['d', 'f', 'g', 'h', 'j', 'k']",0,"[0.7626164579996839, 0.8743435829819646, 0.9467039999726694, 1.010540207993472, 1.062520624982426, 1.130741291999584]","[0.11612866699579172, 0.07998949999455363, 0.06383620802080259, 0.05973508398164995, 0.07179970800643787, 0.07167924998793751]",space,1.3546144169813488,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_14h05.00.926,OperationSpanTask,2024.2.4,60,2025-05-10 14h05.04.176990 -0700,
