thisN,thisTrialN,thisRepN,letter,correct,key_resp.keys,key_resp.rt,key_resp.duration,nback_resp.keys,nback_resp.corr,selectblock,Type,Span,Stimulus,Response,Letter,corrResp,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,sound_loop.thisRepN,sound_loop.thisTrialN,sound_loop.thisN,sound_loop.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trialloop.thisRepN,trialloop.thisTrialN,trialloop.thisN,trialloop.thisIndex,span2.thisRepN,span2.thisTrialN,span2.thisN,span2.thisIndex,trialloop2.thisRepN,trialloop2.thisTrialN,trialloop2.thisN,trialloop2.thisIndex,span3.thisRepN,span3.thisTrialN,span3.thisN,span3.thisIndex,trialloop3.thisRepN,trialloop3.thisTrialN,trialloop3.thisN,trialloop3.thisIndex,span4.thisRepN,span4.thisTrialN,span4.thisN,span4.thisIndex,trialloop4.thisRepN,trialloop4.thisTrialN,trialloop4.thisN,trialloop4.thisIndex,span5.thisRepN,span5.thisTrialN,span5.thisN,span5.thisIndex,trialloop5.thisRepN,trialloop5.thisTrialN,trialloop5.thisN,trialloop5.thisIndex,span6.thisRepN,span6.thisTrialN,span6.thisN,span6.thisIndex,trialloop6.thisRepN,trialloop6.thisTrialN,trialloop6.thisN,trialloop6.thisIndex,thisRow.t,notes,start_sound.started,start_sound.stopped,nback_instruction.started,nback_inst.started,key_resp.started,nback_instruction.stopped,sound_loop.key_resp.keys,sound_loop.key_resp.rt,sound_loop.key_resp.duration,nback.started,nback_stim.started,nback_resp.started,nback_resp.stopped,nback_stim.stopped,nback.stopped,trials_3.nback_resp.keys,trials_3.nback_resp.corr,instructions.started,inst_text.started,key_resp_5.started,instructions.stopped,practice_warning.started,text_6.started,text_6.stopped,practice_warning.stopped,stimulus.started,text.started,key_resp_2.started,stimulus.stopped,trialloop.key_resp_2.keys,trialloop.key_resp_2.corr,trialloop.key_resp_2.rt,trialloop.key_resp_2.duration,ospan_stim.started,text_2.started,ospan_stim.stopped,text_2.stopped,Recall.started,text_3.started,key_resp_3.started,key_resp_4.started,Recall.stopped,trials.key_resp_3.keys,trials.key_resp_3.corr,trials.key_resp_3.rt,trials.key_resp_3.duration,trials.key_resp_4.keys,trials.key_resp_4.rt,trials.key_resp_4.duration,trial_warning.started,text_5.started,text_5.stopped,trial_warning.stopped,trialloop2.key_resp_2.keys,trialloop2.key_resp_2.corr,trialloop2.key_resp_2.rt,trialloop2.key_resp_2.duration,span2.key_resp_3.keys,span2.key_resp_3.corr,span2.key_resp_3.rt,span2.key_resp_3.duration,span2.key_resp_4.keys,span2.key_resp_4.rt,span2.key_resp_4.duration,trialloop3.key_resp_2.keys,trialloop3.key_resp_2.corr,trialloop3.key_resp_2.rt,trialloop3.key_resp_2.duration,span3.key_resp_3.keys,span3.key_resp_3.corr,span3.key_resp_3.rt,span3.key_resp_3.duration,span3.key_resp_4.keys,span3.key_resp_4.rt,span3.key_resp_4.duration,trialloop4.key_resp_2.keys,trialloop4.key_resp_2.corr,trialloop4.key_resp_2.rt,trialloop4.key_resp_2.duration,span4.key_resp_3.keys,span4.key_resp_3.corr,span4.key_resp_3.rt,span4.key_resp_3.duration,span4.key_resp_4.keys,span4.key_resp_4.rt,span4.key_resp_4.duration,trialloop5.key_resp_2.keys,trialloop5.key_resp_2.corr,trialloop5.key_resp_2.rt,trialloop5.key_resp_2.duration,span5.key_resp_3.keys,span5.key_resp_3.corr,span5.key_resp_3.rt,span5.key_resp_3.duration,span5.key_resp_4.keys,span5.key_resp_4.rt,span5.key_resp_4.duration,trialloop6.key_resp_2.keys,trialloop6.key_resp_2.corr,trialloop6.key_resp_2.rt,trialloop6.key_resp_2.duration,span6.key_resp_3.keys,span6.key_resp_3.corr,span6.key_resp_3.rt,span6.key_resp_3.duration,span6.key_resp_4.keys,span6.key_resp_4.rt,span6.key_resp_4.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
20,20,0,Y,space,space,1.333297916018637,None,None,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.28331587501452,,,,,,,,,,,52.28170829199371,53.786417584022274,53.786417584022274,54.28210333400057,54.79536691700923,54.78401054200367,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_13h52.27.660,OperationSpanTask,2024.2.4,60,2025-05-10 13h52.30.351451 -0700,
21,21,0,F,None,space,1.333297916018637,None,None,1,,,,,,,,,,,,,,,,,,,0,0,0,0,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.79536691700923,,,,,,,,,,,54.786396334005985,56.29531141699408,56.29531141699408,56.785683791997144,57.28368958400097,57.28044066700386,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_13h52.27.660,OperationSpanTask,2024.2.4,60,2025-05-10 13h52.30.351451 -0700,
22,22,0,R,space,space,1.333297916018637,None,None,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.28368958400097,,,,,,,,,,,57.28175220900448,58.79529866701341,58.79529866701341,59.28418408401194,59.7858490840008,59.782492333994014,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_13h52.27.660,OperationSpanTask,2024.2.4,60,2025-05-10 13h52.30.351451 -0700,
23,23,0,A,None,space,1.333297916018637,None,None,1,,,,,,,,,,,,,,,,,,,0,0,0,0,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.7858490840008,,,,,,,,,,,59.783816209004726,61.29528370901244,61.29528370901244,61.78211408399511,62.29531016701367,62.28431387501769,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_13h52.27.660,OperationSpanTask,2024.2.4,60,2025-05-10 13h52.30.351451 -0700,
24,24,0,K,None,space,1.333297916018637,None,None,1,,,,,,,,,,,,,,,,,,,0,0,0,0,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.29531016701367,,,,,,,,,,,62.28578087501228,63.7966193750035,63.7966193750035,64.29680237499997,64.78818125001271,64.78458295902237,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_13h52.27.660,OperationSpanTask,2024.2.4,60,2025-05-10 13h52.30.351451 -0700,
25,25,0,F,None,space,1.333297916018637,None,None,1,,,,,,,,,,,,,,,,,,,0,0,0,0,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.78818125001271,,,,,,,,,,,64.78608595900005,66.29526329200598,66.29526329200598,66.78575970901875,67.28789533401141,67.2843235420005,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_13h52.27.660,OperationSpanTask,2024.2.4,60,2025-05-10 13h52.30.351451 -0700,
26,26,0,B,None,space,1.333297916018637,None,None,1,,,,,,,,,,,,,,,,,,,0,0,0,0,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.28789533401141,,,,,,,,,,,67.28597670901217,68.78749141699518,68.78749141699518,69.28715495901997,69.78873441700125,69.78522370901192,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_13h52.27.660,OperationSpanTask,2024.2.4,60,2025-05-10 13h52.30.351451 -0700,
27,27,0,K,space,space,1.333297916018637,None,None,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.78873441700125,,,,,,,,,,,69.78683695901418,71.28695637499914,71.28695637499914,71.78617466700962,72.28364599999622,72.28052329202183,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_13h52.27.660,OperationSpanTask,2024.2.4,60,2025-05-10 13h52.30.351451 -0700,
28,28,0,A,None,space,1.333297916018637,None,None,1,,,,,,,,,,,,,,,,,,,0,0,0,0,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.28364599999622,,,,,,,,,,,72.28182204201585,73.79531816701638,73.79531816701638,74.28344416699838,74.79172191701946,74.78536574999453,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_13h52.27.660,OperationSpanTask,2024.2.4,60,2025-05-10 13h52.30.351451 -0700,
0,0,0,,,space,1.333297916018637,None,,,Block1.xlsx,Operation,Example,( 3 - 1 ) × 2 = 4,right,D,None,right,1,4.054576832975727,None,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.61917379201623,,,,,,,,,,,,,,,,,,,74.78890954199596,74.79172191701946,75.79527729199617,76.60386545900838,76.6088893340202,76.61512483400293,78.61917379201623,78.60113645900856,78.61760045899427,78.89935562500614,78.89935562500614,82.96786920900922,right,1,4.054576832975727,None,82.97015199999441,82.99949833401479,83.98040312499506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_13h52.27.660,OperationSpanTask,2024.2.4,60,2025-05-10 13h52.30.351451 -0700,
1,1,0,,,space,1.333297916018637,None,,,Block1.xlsx,Operation,Example,( 3 + 6 ) × 2 = 16,left,T,"['d', 't']",right,0,0.06439029198372737,None,,,,,,,,0,0,0,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.98561016700114,,,,,,,,,,,,,,,,,,,,,,,,,,,83.9839892089949,84.26192204200197,84.26192204200197,84.33113129201229,right,0,0.06439029198372737,None,84.33239270900958,84.3361314170179,85.33047170902137,85.33460016699973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_13h52.27.660,OperationSpanTask,2024.2.4,60,2025-05-10 13h52.30.351451 -0700,
0,0,0,,,space,1.333297916018637,None,,,Block1.xlsx,,,,,,,,,,,"['n', 'd', 'd', 'm', 'n', 'n', 'j', 'g', 't', 't', 'h', 'j', 'k', 'm', 'n', 'b', 'v', 'c', 'x', 's', 'r', 't', 'm', 'k', 't', 'b', 'v', 'b', 'n', 'v', 'n', 'b', 'b', 'n', 'n', 'm', 'n', 'm', 'g', 'h', 'g']",0,"[3.9322499579866417, 5.1667765410093125, 5.303557125007501, 6.595935916004237, 6.6076759999850765, 6.867715790984221, 6.984349208010826, 7.067496375006158, 7.249595375003992, 7.428778665984282, 7.766556082991883, 7.8378489580063615, 7.970412958005909, 8.258930749987485, 8.32290266599739, 8.459167749999324, 8.5189607909997, 8.587053374998504, 8.675070416007657, 8.747403874993324, 9.174141374998726, 9.236162165994756, 12.976539166003931, 12.980638625012944, 14.115462499990826, 14.414384166011587, 14.53802233299939, 14.614270165999187, 14.626143541012425, 14.75189008298912, 14.83219712501159, 14.84821016600472, 14.992797124985373, 15.004623665998224, 15.326374750002287, 15.410451125004329, 15.548493957991013, 15.58051745800185, 16.109723665984347, 16.272383750008885, 16.276605833001668]","[0.060347958002239466, 0.05581733398139477, 0.06807112498790957, 0.27589695900678635, 0.2203446660132613, 0.08009775000391528, 0.060394166997866705, 0.07193887498578988, 0.055896999983815476, 0.2396466250065714, 0.0636972920037806, 0.09227633298723958, 0.2480828329862561, 0.09601241600466892, 0.14014620901434682, 0.059793041000375524, 0.07213774998672307, 0.09599991599679925, 0.08823945900076069, 0.14362979101133533, 0.04388350000954233, 0.04435599999851547, 0.02390691699110903, 0.059689874993637204, 0.08390525000868365, 0.11185254197334871, 0.09601995800039731, 0.11624350000056438, 0.08000779198482633, 0.10415262501919642, 0.07174412498716265, 0.06802437498117797, 0.06820187502307817, 0.07624170900089666, 0.0798767909873277, 0.10005466599250212, 0.09177804199862294, 0.11174424999626353, 0.07221154202125035, 0.06809674997930415, 0.031986999994842336]",space,47.4740147079865,None,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.33197666701744,85.33460016699973,85.33460016699973,85.82865033400594,133.31467399999383,"['n', 'd', 'd', 'm', 'n', 'n', 'j', 'g', 't', 't', 'h', 'j', 'k', 'm', 'n', 'b', 'v', 'c', 'x', 's', 'r', 't', 'm', 'k', 't', 'b', 'v', 'b', 'n', 'v', 'n', 'b', 'b', 'n', 'n', 'm', 'n', 'm', 'g', 'h', 'g']",0,"[3.9322499579866417, 5.1667765410093125, 5.303557125007501, 6.595935916004237, 6.6076759999850765, 6.867715790984221, 6.984349208010826, 7.067496375006158, 7.249595375003992, 7.428778665984282, 7.766556082991883, 7.8378489580063615, 7.970412958005909, 8.258930749987485, 8.32290266599739, 8.459167749999324, 8.5189607909997, 8.587053374998504, 8.675070416007657, 8.747403874993324, 9.174141374998726, 9.236162165994756, 12.976539166003931, 12.980638625012944, 14.115462499990826, 14.414384166011587, 14.53802233299939, 14.614270165999187, 14.626143541012425, 14.75189008298912, 14.83219712501159, 14.84821016600472, 14.992797124985373, 15.004623665998224, 15.326374750002287, 15.410451125004329, 15.548493957991013, 15.58051745800185, 16.109723665984347, 16.272383750008885, 16.276605833001668]","[0.060347958002239466, 0.05581733398139477, 0.06807112498790957, 0.27589695900678635, 0.2203446660132613, 0.08009775000391528, 0.060394166997866705, 0.07193887498578988, 0.055896999983815476, 0.2396466250065714, 0.0636972920037806, 0.09227633298723958, 0.2480828329862561, 0.09601241600466892, 0.14014620901434682, 0.059793041000375524, 0.07213774998672307, 0.09599991599679925, 0.08823945900076069, 0.14362979101133533, 0.04388350000954233, 0.04435599999851547, 0.02390691699110903, 0.059689874993637204, 0.08390525000868365, 0.11185254197334871, 0.09601995800039731, 0.11624350000056438, 0.08000779198482633, 0.10415262501919642, 0.07174412498716265, 0.06802437498117797, 0.06820187502307817, 0.07624170900089666, 0.0798767909873277, 0.10005466599250212, 0.09177804199862294, 0.11174424999626353, 0.07221154202125035, 0.06809674997930415, 0.031986999994842336]",space,47.4740147079865,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_13h52.27.660,OperationSpanTask,2024.2.4,60,2025-05-10 13h52.30.351451 -0700,
0,0,0,,,space,1.333297916018637,None,,,Block2.xlsx,Operation,Example,( 5 - 2 ) × 2 = 3,left,R,None,right,0,2.0075837499753106,None,,,,,,,,0,0,0,0,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.3321992919955,,,,,,,,,,,,,,,,,,,,,,,133.31900220899843,133.32273137499578,135.3321992919955,135.3185083749995,135.33053341699997,135.61578887500218,135.61578887500218,137.6310663339973,right,0,2.0075837499753106,None,137.63231966699823,137.63600279201637,138.63252545901923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_13h52.27.660,OperationSpanTask,2024.2.4,60,2025-05-10 13h52.30.351451 -0700,
1,1,0,,,space,1.333297916018637,None,,,Block2.xlsx,Operation,Example,( 4 + 1 ) × 1 = 5,right,V,"['r', 'v']",left,0,0.4963899999856949,None,,,,,,,,0,0,0,0,,,,,0,1,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.63674220899702,,,,,,,,,,,,,,,,,,,,,,,,,,,138.63483508399804,138.91957962501328,138.91957962501328,139.41804108401993,left,0,0.4963899999856949,None,139.42039479201776,139.4288567500189,140.4139529170061,140.41754220900475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_13h52.27.660,OperationSpanTask,2024.2.4,60,2025-05-10 13h52.30.351451 -0700,
1,1,0,,,space,1.333297916018637,None,,,Block2.xlsx,,,,,,,,,,,"['r', 'v']",1,"[3.7421535000030417, 3.904342458001338]","[0.09621970797888935, 0.05597262497758493]",space,5.253624499979196,None,0,0,0,0,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.41552750000847,140.41754220900475,140.41754220900475,140.91915679202066,146.17345845900127,"['r', 'v']",1,"[3.7421535000030417, 3.904342458001338]","[0.09621970797888935, 0.05597262497758493]",space,5.253624499979196,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_13h52.27.660,OperationSpanTask,2024.2.4,60,2025-05-10 13h52.30.351451 -0700,
0,0,0,,,space,1.333297916018637,None,,,Block1.xlsx,Operation,2,( 4 - 1 ) × 1 = 6,left,S,None,left,1,2.0699642909748945,None,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.68203170900233,,,,,,,,,,,,,,,,,,,,,,,,,,,148.6802487920213,148.96573720901506,148.96573720901506,151.0477833750192,,,,,151.0490387500031,151.05241625002236,152.0474365419941,152.05141041701427,,,,,,,,,,,,,146.17843991701375,146.18393983400892,148.68203170900233,148.67098129200167,left,1,2.0699642909748945,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_13h52.27.660,OperationSpanTask,2024.2.4,60,2025-05-10 13h52.30.351451 -0700,
1,1,0,,,space,1.333297916018637,None,,,Block1.xlsx,Operation,2,( 3 + 1 ) × 3 = 12,right,B,"['s', 'b']",right,1,0.15170066599966958,None,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.05141041701427,,,,,,,,,,,,,,,,,,,,,,,,,,,152.0495390840224,152.34580624999944,152.34580624999944,152.50128179200692,,,,,152.50264408401563,152.5121165419987,153.49791754200123,153.50192512501962,,,,,,,,,,,,,,,,,right,1,0.15170066599966958,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_13h52.27.660,OperationSpanTask,2024.2.4,60,2025-05-10 13h52.30.351451 -0700,
0,0,0,,,space,1.333297916018637,None,,,Block1.xlsx,,,,,,,,,,,"['r', 'v']",0,"[0.541797707992373, 0.6338174580014311]","[0.14031625000643544, 0.11602495799888857]",space,1.8730213750095572,None,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.49937520900858,153.50192512501962,153.50192512501962,153.99552262501675,155.88478066699463,,,,,,,,,,,,,,,,"['r', 'v']",0,"[0.541797707992373, 0.6338174580014311]","[0.14031625000643544, 0.11602495799888857]",space,1.8730213750095572,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_13h52.27.660,OperationSpanTask,2024.2.4,60,2025-05-10 13h52.30.351451 -0700,
0,0,0,,,space,1.333297916018637,None,,,Block2.xlsx,Operation,2,( 4 - 2 ) × 2 = 6,left,T,None,left,1,0.7259818330057897,None,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.39891312501277,,,,,,,,,,,,,,,,,,,,,,,,,,,158.39417945902096,158.69648558401968,158.69648558401968,159.4332640840148,,,,,159.43455058400286,159.4378356670204,160.43080216701492,160.43632274999982,,,,,,,,,,,,,155.88503916701302,155.88895087499986,158.39891312501277,158.38422929201624,left,1,0.7259818330057897,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_13h52.27.660,OperationSpanTask,2024.2.4,60,2025-05-10 13h52.30.351451 -0700,
1,1,0,,,space,1.333297916018637,None,,,Block2.xlsx,Operation,2,( 4 - 1 ) × 4 = 12,right,N,"['t', 'n']",left,0,0.05485691601643339,None,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,1,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.43632274999982,,,,,,,,,,,,,,,,,,,,,,,,,,,160.43289920900133,160.73258862501825,160.73258862501825,160.79799408401595,,,,,160.79926129200612,160.80275825000717,161.7972302090202,161.80064612501883,,,,,,,,,,,,,,,,,left,0,0.05485691601643339,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_13h52.27.660,OperationSpanTask,2024.2.4,60,2025-05-10 13h52.30.351451 -0700,
1,1,0,,,space,1.333297916018637,None,,,Block2.xlsx,,,,,,,,,,,"['v', 'r', 'v', 'r', 'v', 'r', 'v', 'r', 'v', 'r', 'v', 'r', 'v', 'r', 'v', 'r', 'v', 'r', 'v', 'r', 'v', 'r', 'v', 'r', 'v', 'r', 'v', 'v', 'r', 'v', 'r', 'v', 'r', 'v', 'r', 'v', 'r', 'v', 'r', 'v', 'r', 'v', 'r', 'f', 'f', 'r', 'f']",0,"[0.03287766600260511, 0.08507299999473616, 0.17707312499987893, 0.25719466601731256, 0.3253224579966627, 0.4413090000161901, 0.018140667001716793, 0.3541962919989601, 0.3903835419914685, 0.5382145420007873, 0.5903304580133408, 0.7176696250098757, 0.8019560830143746, 0.9017260420077946, 0.9698189999908209, 1.069704166991869, 1.1378582080069464, 1.257950333005283, 1.3461348749988247, 1.4578861670161132, 1.5578316250175703, 1.6537765829998534, 1.7577340830175672, 1.8620739170000888, 1.9580478749994654, 2.0578457500087097, 2.14610491701751, 3.371609708003234, 3.483618792000925, 3.53973550000228, 3.663950832997216, 3.7437659580027685, 3.8517312920012046, 3.9396167499944568, 4.039602625009138, 4.111964292009361, 4.258981874998426, 4.279123792017344, 4.39815529200132, 4.485941999999341, 4.604526417009765, 4.672470916993916, 4.80735587500385, 4.839342708000913, 5.415473458007909, 5.697591125004692, 5.840468750015134]","[0.052195333992131054, 0.08390037500066683, 0.06787683299626224, 0.07196566698257811, 0.08763445800286718, 0.07155662498553284, 0.28030316601507366, 0.05201874999329448, 0.09577262500533834, 0.05626929100253619, 0.08389295899542049, 0.07625062498846091, 0.0758758339798078, 0.06809295798302628, 0.08003658300731331, 0.06403558302554302, 0.11212754200096242, 0.09206104199984111, 0.10775366699090227, 0.08394199999747798, 0.09594495798228309, 0.10819754199474119, 0.09224695898592472, 0.09597395799937658, 0.07978450000518933, 0.0761103330005426, 0.02372108298004605, 0.13630970899248496, 0.08413883301545866, 0.1279243330063764, 0.09167695901123807, 0.10796533399843611, 0.0962322500126902, 0.09998587501468137, 0.0921735419833567, 0.08789995798724703, 0.04816112501430325, 0.09607033297652379, 0.10007770798983984, 0.07216504201642238, 0.06794449998415075, 0.06419037500745617, 0.04030637501273304, 0.09609191698837094, 0.08766937500331551, 0.09180254201055504, 0.12441799999214709]",space,6.715121374989394,None,0,0,0,0,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.79869650001638,161.80064612501883,161.80064612501883,162.29537341700052,169.01464150001993,,,,,,,,,,,,,,,,"['v', 'r', 'v', 'r', 'v', 'r', 'v', 'r', 'v', 'r', 'v', 'r', 'v', 'r', 'v', 'r', 'v', 'r', 'v', 'r', 'v', 'r', 'v', 'r', 'v', 'r', 'v', 'v', 'r', 'v', 'r', 'v', 'r', 'v', 'r', 'v', 'r', 'v', 'r', 'v', 'r', 'v', 'r', 'f', 'f', 'r', 'f']",0,"[0.03287766600260511, 0.08507299999473616, 0.17707312499987893, 0.25719466601731256, 0.3253224579966627, 0.4413090000161901, 0.018140667001716793, 0.3541962919989601, 0.3903835419914685, 0.5382145420007873, 0.5903304580133408, 0.7176696250098757, 0.8019560830143746, 0.9017260420077946, 0.9698189999908209, 1.069704166991869, 1.1378582080069464, 1.257950333005283, 1.3461348749988247, 1.4578861670161132, 1.5578316250175703, 1.6537765829998534, 1.7577340830175672, 1.8620739170000888, 1.9580478749994654, 2.0578457500087097, 2.14610491701751, 3.371609708003234, 3.483618792000925, 3.53973550000228, 3.663950832997216, 3.7437659580027685, 3.8517312920012046, 3.9396167499944568, 4.039602625009138, 4.111964292009361, 4.258981874998426, 4.279123792017344, 4.39815529200132, 4.485941999999341, 4.604526417009765, 4.672470916993916, 4.80735587500385, 4.839342708000913, 5.415473458007909, 5.697591125004692, 5.840468750015134]","[0.052195333992131054, 0.08390037500066683, 0.06787683299626224, 0.07196566698257811, 0.08763445800286718, 0.07155662498553284, 0.28030316601507366, 0.05201874999329448, 0.09577262500533834, 0.05626929100253619, 0.08389295899542049, 0.07625062498846091, 0.0758758339798078, 0.06809295798302628, 0.08003658300731331, 0.06403558302554302, 0.11212754200096242, 0.09206104199984111, 0.10775366699090227, 0.08394199999747798, 0.09594495798228309, 0.10819754199474119, 0.09224695898592472, 0.09597395799937658, 0.07978450000518933, 0.0761103330005426, 0.02372108298004605, 0.13630970899248496, 0.08413883301545866, 0.1279243330063764, 0.09167695901123807, 0.10796533399843611, 0.0962322500126902, 0.09998587501468137, 0.0921735419833567, 0.08789995798724703, 0.04816112501430325, 0.09607033297652379, 0.10007770798983984, 0.07216504201642238, 0.06794449998415075, 0.06419037500745617, 0.04030637501273304, 0.09609191698837094, 0.08766937500331551, 0.09180254201055504, 0.12441799999214709]",space,6.715121374989394,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_13h52.27.660,OperationSpanTask,2024.2.4,60,2025-05-10 13h52.30.351451 -0700,
