3.7018 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
3.7026 	INFO 	Loaded monitor calibration from ['2025_04_02 00:13']
3.9291 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fa80c39c9d0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fa80c39c8e0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7fa80c3c6430>, multiSample=False, name='window1', numSamples=2, pos=[464.0, 258.5], screen=0, size=array([1600, 1200]), stencilBits=0, stereo=False, title='PsychoPy', units='norm', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
3.9292 	EXP 	window1: backgroundImage = ''
3.9292 	EXP 	window1: backgroundFit = 'none'
3.9408 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.9412 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.9418 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.9427 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.9435 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.9443 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.9451 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.9455 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.9457 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.9460 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.9467 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.9475 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.9478 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.9484 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.9489 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.9496 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.9502 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.9507 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.9513 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.9519 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.9527 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.9534 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.9540 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.9548 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.9554 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.9559 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.9568 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.9570 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.9572 	DEBUG 	Uploading Texture Font fontname to graphics card
3.9614 	DEBUG 	Upload of Texture Font fontname complete
