thisN,thisTrialN,thisRepN,sound_loop.thisRepN,sound_loop.thisTrialN,sound_loop.thisN,sound_loop.thisIndex,thisRow.t,notes,start_sound.started,start_sound.stopped,nback_instruction.started,nback_inst.started,key_resp.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,0,0,0,0.6172742919879965,,0.6066824169829488,0.6067670829943381,0.6067871670238674,0.6172742919879965,1.1048381250002421,,,,,,,,
